source_family,source_record_id,person_raw,office_raw,start_raw,end_raw,party_raw,link_basis,service_ids,inclusion_states,affiliation_ids,decision_ids
pinned_cabinet_list,lula_2023_presente:2:11,"[""Desenvolvimento, Indústria, Comércio e Serviços"", """", ""Geraldo Alckmin"", ""PSB / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 10 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-11,true:titular,affiliation-03c9fed66d5d;affiliation-23c362e943ca,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:12,"[""Desenvolvimento e Assistência Social, Família e Combate à Fome"", """", ""Wellington Dias"", ""PT / PI"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-12,true:titular,affiliation-0e1f4321662d,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:13,"[""Direitos Humanos e Cidadania"", """", ""Silvio Almeida"", ""Sem partido/ SP"", ""1.º de janeiro de 2023"", ""6 de setembro de 2024"", ""[ 11 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-13,true:titular,affiliation-017d672040b0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:14,"[""Direitos Humanos e Cidadania"", """", ""Esther Dweck"", ""Sem partido/ RJ"", ""6 de setembro de 2024"", ""27 de setembro de 2024"", ""[ 12 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-14,true:vacancy_acting,affiliation-15b98927b738,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:15,"[""Direitos Humanos e Cidadania"", """", ""Macaé Evaristo"", ""PT / MG"", ""27 de setembro de 2024"", ""Em exercício"", ""[ 13 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-15,true:titular,affiliation-20acd3279ca7;affiliation-c262ae753db5,OFF-042;PERSON-CONTINUITY-REVIEW
pinned_cabinet_list,lula_2023_presente:2:16,"[""Educação"", """", ""Camilo Santana"", ""PT / CE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-16,true:titular,affiliation-e59294a899c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:17,"[""Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte"", """", ""Márcio França"", ""PSB / SP"", ""13 de setembro de 2023"", ""Em exercício"", ""[ 14 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-17,true:titular,affiliation-32357545734c;affiliation-8934ca8cc30e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:18,"[""Esporte"", """", ""Ana Moser"", ""Sem partido/ SC"", ""1.º de janeiro de 2023"", ""6 de setembro de 2023"", ""[ 15 ] [ 16 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-18,true:titular,affiliation-f502a06a7d7c,ATLAS-694;PERSON-CONTINUITY-REVIEW;R29
pinned_cabinet_list,lula_2023_presente:2:19,"[""Esporte"", """", ""André Fufuca"", ""PP / MA"", ""13 de setembro de 2023"", ""Em exercício"", ""[ 17 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-19,true:titular,affiliation-e8ad9dbd1791,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:2,"[""Agricultura e Pecuária"", """", ""Carlos Fávaro"", ""PSD / MT"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-2,true:titular,affiliation-d7b373e5a258,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:20,"[""Fazenda"", """", ""Fernando Haddad"", ""PT / SP"", ""1.º de janeiro de 2023"", ""19 de março de 2026"", ""[ 18 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-20,true:titular,affiliation-25ce9907d287,C064;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:21,"[""Fazenda"", """", ""Dario Durigan"", ""Sem partido/ SP"", ""19 de março de 2026"", ""Em exercício"", ""[ 18 ]""]",,,,,excluded_nonentry_transition_or_outside_cutoff,service-lula_2023_presente-2-21,false:outside_cutoff,,C064;OFF-045
pinned_cabinet_list,lula_2023_presente:2:22,"[""Gestão e da Inovação em Serviços Públicos"", """", ""Esther Dweck"", ""Sem partido/ RJ"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-22,true:titular,affiliation-15b98927b738,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:23,"[""Igualdade Racial"", """", ""Anielle Franco"", ""PT / RJ"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-23,true:titular,affiliation-11634b1466ac;affiliation-be8140a43093,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:24,"[""Integração e Desenvolvimento Regional"", """", ""Waldez Góes"", ""PDT / AP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-24,true:titular,affiliation-c26dca6ad1e7,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28
pinned_cabinet_list,lula_2023_presente:2:25,"[""Justiça e Segurança Pública"", """", ""Flávio Dino"", ""PSB / MA"", ""1.º de janeiro de 2023"", ""1.º de fevereiro de 2024"", ""[ 19 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-25,true:titular,affiliation-4d1f83056735,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:26,"[""Justiça e Segurança Pública"", """", ""Ricardo Lewandowski"", ""Sem partido/ RJ"", ""1.º de fevereiro de 2024"", ""9 de janeiro de 2026"", ""[ 20 ] [ 21 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-26,true:titular,affiliation-83865ccbaeea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:27,"[""Justiça e Segurança Pública"", """", ""Manoel Carlos de Almeida Neto (interino)"", ""Sem partido"", ""9 de janeiro de 2026"", ""13 de janeiro de 2026"", ""[ 22 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-27,true:vacancy_acting,affiliation-32ce62e2a7e9,C004;OFF-046;PERSON-CONTINUITY-REVIEW
pinned_cabinet_list,lula_2023_presente:2:28,"[""Justiça e Segurança Pública"", """", ""Wellington César Lima e Silva"", ""Sem partido"", ""13 de janeiro de 2026"", ""Em exercício"", ""[ 23 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-28,true:titular,affiliation-92f5f5b8364f,OFF-046;PERSON-CONTINUITY-REVIEW
pinned_cabinet_list,lula_2023_presente:2:29,"[""Meio Ambiente e Mudança do Clima"", """", ""Marina Silva"", ""REDE / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-29,true:titular,affiliation-09d1f6259269,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:3,"[""Cidades"", """", ""Jader Barbalho Filho"", ""MDB / PA"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 6 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-3,true:titular,affiliation-b0b11d18926e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:30,"[""Minas e Energia"", """", ""Alexandre Silveira"", ""PSD / MG"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-30,true:titular,affiliation-9e265f24c459,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:31,"[""Mulheres"", """", ""Cida Gonçalves"", ""PT / MS"", ""1.º de janeiro de 2023"", ""5 de maio de 2025"", ""[ 24 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-31,true:titular,affiliation-df5b36b41551,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:32,"[""Mulheres"", """", ""Márcia Lopes"", ""PT / PR"", ""5 de maio de 2025"", ""Em exercício"", ""[ 24 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-32,true:titular,affiliation-8486fc7ae553,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:33,"[""Pesca e Aquicultura"", """", ""André de Paula"", ""PSD / PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-33,true:titular,affiliation-ea3c15cc1fb5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:34,"[""Planejamento e Orçamento"", """", ""Simone Tebet"", ""PSB / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 25 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-34,true:titular,affiliation-cb4f91ba02c2,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:35,"[""Portos e Aeroportos"", """", ""Márcio França"", ""PSB / SP"", ""1.º de janeiro de 2023"", ""6 de setembro de 2023"", ""[ 26 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-35,true:titular,affiliation-32357545734c;affiliation-8934ca8cc30e,ATLAS-706;PERSON-CONTINUITY-REVIEW;R29
pinned_cabinet_list,lula_2023_presente:2:36,"[""Portos e Aeroportos"", """", ""Sílvio Costa Filho"", ""Republicanos / PE"", ""13 de setembro de 2023"", ""Em exercício"", ""[ 27 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-36,true:titular,affiliation-462c7a44cd52,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:37,"[""Povos Indígenas"", """", ""Sônia Guajajara"", ""PSOL / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-37,true:titular,affiliation-a198796370f1,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:38,"[""Previdência Social"", """", ""Carlos Lupi"", ""PDT / RJ"", ""1.º de janeiro de 2023"", ""2 de maio de 2025"", ""[ 28 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-38,true:titular,affiliation-d6416c0874e3,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:39,"[""Previdência Social"", """", ""Wolney Queiroz"", ""PDT / PE"", ""2 de maio de 2025"", ""Em exercício"", ""[ 28 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-39,true:titular,affiliation-b1f308a55e7b,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:4,"[""Ciência, Tecnologia e Inovação"", """", ""Luciana Santos"", ""PCdoB / PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-4,true:titular,affiliation-c9cbe3bd838f,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:40,"[""Relações Exteriores"", """", ""Mauro Vieira"", ""Sem partido/ RJ"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-40,true:titular,affiliation-7a8a481bf349;affiliation-7d9b15c431f8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:41,"[""Saúde"", """", ""Nísia Trindade"", ""Sem partido/ RJ"", ""1.º de janeiro de 2023"", ""10 de março de 2025"", ""[ 29 ] [ 30 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-41,true:titular,affiliation-9af82354ae39,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:42,"[""Saúde"", """", ""Alexandre Padilha"", ""PT / SP"", ""10 de março de 2025"", ""Em exercício"", ""[ 29 ] [ 30 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-42,true:titular,affiliation-0eb57fd96d71;affiliation-58fa25c5e787,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:43,"[""Trabalho e Emprego"", """", ""Luiz Marinho"", ""PT / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-43,true:titular,affiliation-b4a5bfd222ea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:44,"[""Transportes"", """", ""Renan Filho"", ""MDB / AL"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-44,true:titular,affiliation-23117927af6d,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:45,"[""Turismo"", """", ""Daniela Carneiro"", ""UNIÃO / RJ"", ""1.º de janeiro de 2023"", ""14 de julho de 2023"", ""[ 31 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-45,true:titular,affiliation-e01d874b01f1,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:46,"[""Turismo"", """", ""Celso Sabino"", ""UNIÃO / PA"", ""3 de agosto de 2023"", ""23 de dezembro de 2025"", ""[ 32 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-46,true:titular,affiliation-56794fb10347;affiliation-b70bb8b61f90;affiliation-caf93607eaeb,C073;OFF-041;PERSON-CONTINUITY-REVIEW;R27
pinned_cabinet_list,lula_2023_presente:2:47,"[""Turismo"", """", ""Gustavo Feliciano"", ""Sem partido/ PB"", ""23 de dezembro de 2025"", ""Em exercício"", ""[ 33 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-47,true:titular,affiliation-a1fc5f64d306,C073;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28
pinned_cabinet_list,lula_2023_presente:2:48,"[""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério""]",,,,,excluded_structural_heading,,,,
pinned_cabinet_list,lula_2023_presente:2:49,"[""Advocacia-Geral da União"", """", ""Jorge Messias"", ""PT / PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-49,true:titular,affiliation-4b9ed27b1ca1,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:5,"[""Comunicações"", """", ""Juscelino Filho"", ""UNIÃO / MA"", ""1.º de janeiro de 2023"", ""9 de abril de 2025"", ""[ 7 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-5,true:titular,affiliation-c7e9e8691f3f,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:50,"[""Controladoria-Geral da União"", """", ""Vinícius Marques de Carvalho"", ""Sem partido/ SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-50,true:titular,affiliation-e029d75a963e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:51,"[""Casa Civil"", """", ""Rui Costa"", ""PT / BA"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-51,true:titular,affiliation-61c96e16970e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:52,"[""Gabinete de Segurança Institucional"", """", ""Gonçalves Dias"", ""Sem partido/ SP"", ""1.º de janeiro de 2023"", ""19 de abril de 2023"", ""[ 34 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-52,true:titular,affiliation-b82239160ecd,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:53,"[""Gabinete de Segurança Institucional"", """", ""Ricardo Cappelli (interino)"", ""PSB / RJ"", ""19 de abril de 2023"", ""4 de maio de 2023"", ""[ 35 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-53,true:titular,affiliation-7b6ca3820b32,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:54,"[""Gabinete de Segurança Institucional"", """", ""Marcos Antonio Amaro dos Santos"", ""Sem partido/ SP"", ""4 de maio de 2023"", ""Em exercício"", ""[ 36 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-54,true:titular,affiliation-898ef4b59c08;affiliation-f627ff531461,C002;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R29
pinned_cabinet_list,lula_2023_presente:2:55,"[""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério""]",,,,,excluded_structural_heading,,,,
pinned_cabinet_list,lula_2023_presente:2:56,"[""Secretaria-Geral da Presidência da República"", """", ""Márcio Macêdo"", ""PT / SE"", ""1.º de janeiro de 2023"", ""29 de outubro de 2025""]",,,,,included_reviewed_service,service-lula_2023_presente-2-56,true:titular,affiliation-e4d954cf8b7a,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:57,"[""Secretaria-Geral da Presidência da República"", """", ""Guilherme Boulos"", ""PSOL / SP"", ""29 de outubro de 2025"", ""Em exercício"", ""[ 37 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-57,true:titular,affiliation-65cf34564c7d,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:58,"[""Secretaria de Comunicação Social"", """", ""Paulo Pimenta"", ""PT / RS"", ""1.º de janeiro de 2023"", ""8 de janeiro de 2025"", ""[ 38 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-58,true:titular,affiliation-64183fdaa42d;affiliation-6b0a168c14c3;affiliation-fc4f41ad7a8c,OFF-037;OFF-038;OFF-039;PERSON-CONTINUITY-REVIEW
pinned_cabinet_list,lula_2023_presente:2:59,"[""Secretaria de Comunicação Social"", """", ""Laércio Portela (interino)"", ""Sem partido/ PE"", ""15 de maio de 2024"", ""10 de setembro de 2024"", ""[ 39 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-59,true:vacancy_acting,affiliation-cb013c0a4cd2,OFF-037;OFF-038;OFF-039;PERSON-CONTINUITY-REVIEW
pinned_cabinet_list,lula_2023_presente:2:6,"[""Comunicações"", """", ""Sônia Faustino Mendes (interina)"", ""Sem partido"", ""9 de abril de 2025"", ""24 de abril de 2025"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-6,true:titular,affiliation-843ca333bcc9,C003;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:60,"[""Secretaria de Comunicação Social"", """", ""Sidônio Palmeira"", ""Sem partido/ BA"", ""07 de janeiro de 2025"", ""Em exercício"", ""[ 40 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-60,true:titular,affiliation-ab7ee6860192,LUL-B01;OFF-044;PERSON-CONTINUITY-REVIEW
pinned_cabinet_list,lula_2023_presente:2:61,"[""Secretaria Extraordinária da Presidência da República para Apoio à Reconstrução do Rio Grande do Sul"", """", ""Paulo Pimenta"", ""PT / RS"", ""15 de maio de 2024"", ""10 de setembro de 2024 (Secretaria extinta)"", ""[ 41 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-61,true:titular,affiliation-64183fdaa42d;affiliation-6b0a168c14c3;affiliation-fc4f41ad7a8c,C011;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:62,"[""Secretaria de Relações Institucionais"", """", ""Alexandre Padilha"", ""PT / SP"", ""1.º de janeiro de 2023"", ""10 de março de 2025"", ""[ 29 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-62,true:titular,affiliation-0eb57fd96d71;affiliation-58fa25c5e787,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:63,"[""Secretaria de Relações Institucionais"", """", ""Gleisi Hoffmann"", ""PT / PR"", ""10 de março de 2025"", ""Em exercício"", ""[ 42 ] [ 30 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-63,true:titular,affiliation-9042de254a48,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:7,"[""Comunicações"", """", ""Frederico Siqueira"", ""Sem partido/ PE"", ""24 de abril de 2025"", ""Em exercício"", ""[ 8 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-7,true:titular,affiliation-741bec80cb32,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28
pinned_cabinet_list,lula_2023_presente:2:8,"[""Cultura"", """", ""Margareth Menezes"", ""Sem partido/ BA"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 9 ]""]",,,,,included_reviewed_service,service-lula_2023_presente-2-8,true:titular,affiliation-4a283cc0a199,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,lula_2023_presente:2:9,"[""Defesa"", """", ""José Múcio"", ""Sem partido/ PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",,,,,included_reviewed_service,service-lula_2023_presente-2-9,true:titular,affiliation-33e0643beee0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:1,"[""Advocacia-Geral da União"", """", ""Fábio Medina Osório"", ""-"", ""12 de maio de 2016 [ 2 ]"", ""9 de setembro de 2016""]",,,,,included_reviewed_service,service-michel_temer-0-1,true:titular,affiliation-2e45b1403cc5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:10,"[""Cultura"", """", ""Marcelo Calero"", ""MDB"", ""24 de maio de 2016 [ 6 ]"", ""18 de novembro de 2016 [ 7 ]""]",,,,,included_reviewed_service,service-michel_temer-0-10,true:titular,affiliation-1a01e6c71c60,C047;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:11,"[""Cultura"", """", ""Roberto Freire"", ""PPS"", ""23 de novembro de 2016"", ""22 de maio de 2017 [ 8 ]""]",,,,,included_reviewed_service,service-michel_temer-0-11,true:titular,affiliation-ba8fa98c1324,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:12,"[""Cultura"", """", ""João Batista de Andrade"", ""PPS"", ""22 de maio de 2017 [ 9 ]"", ""16 de junho de 2017""]",,,,,included_reviewed_service,service-michel_temer-0-12,true:vacancy_acting,affiliation-b4a761965dd6,C008;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:13,"[""Cultura"", """", ""Sérgio Sá Leitão"", ""-"", ""25 de julho de 2017"", ""31 de dezembro de 2018""]",,,,,included_reviewed_service,service-michel_temer-0-13,true:titular,affiliation-c0420f5557c9,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:14,"[""Direitos Humanos (Ministério criado em fevereiro 2017) [ 10 ]"", """", ""Luislinda Valois"", ""PSDB"", ""3 de fevereiro de 2017"", ""19 de fevereiro de 2018""]",,,,,included_reviewed_service,service-michel_temer-0-14,true:titular,affiliation-2a1e5c789d5e;affiliation-2c14403e141f,C040;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:15,"[""Direitos Humanos (Ministério criado em fevereiro 2017) [ 10 ]"", """", ""Gustavo Rocha"", ""-"", ""20 de fevereiro de 2018 [ 11 ]"", ""31 de dezembro de 2018""]",,,,,included_reviewed_service,service-michel_temer-0-15,true:titular,affiliation-8012d8e03cf8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:16,"[""Fiscalização, Transparência e Controladoria-Geral da União"", """", ""Fabiano Silveira"", ""-"", ""12 de maio de 2016 [ 2 ]"", ""30 de maio de 2016""]",,,,,included_reviewed_service,service-michel_temer-0-16,true:titular,affiliation-3b75f0d560cb,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:17,"[""Fiscalização, Transparência e Controladoria-Geral da União"", """", ""Carlos Higino Ribeiro de Alencar (interino)"", ""-"", ""30 de maio de 2016"", ""1º de junho de 2016""]",,,,,included_reviewed_service,service-michel_temer-0-17,true:vacancy_acting,affiliation-b15099e16f67;affiliation-f5366afa80a8,C033;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:18,"[""Fiscalização, Transparência e Controladoria-Geral da União"", """", ""Torquato Jardim"", ""-"", ""2 de junho de 2016"", ""31 de maio de 2017""]",,,,,included_reviewed_service,service-michel_temer-0-18,true:titular,affiliation-4cdc01dd2bee;affiliation-f488c4e65995,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:19,"[""Fiscalização, Transparência e Controladoria-Geral da União"", """", ""Wagner de Campos Rosário"", ""-"", ""31 de maio de 2017"", ""31 de dezembro de 2022""]",,,,,included_reviewed_service,service-michel_temer-0-19,true:titular,affiliation-170b4b064d8f;affiliation-50f19c1ba2fb,C015;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:2,"[""Advocacia-Geral da União"", """", ""Grace Mendonça"", ""PSDB"", ""9 de setembro de 2016 [ 3 ]"", ""1º de janeiro de 2019""]",,,,,included_reviewed_service,service-michel_temer-0-2,true:titular,affiliation-7ed04e5ce20c,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:20,"[""Educação"", """", ""Mendonça Filho"", ""DEM"", ""12 de maio de 2016 [ 2 ]"", ""6 de abril de 2018""]",,,,,included_reviewed_service,service-michel_temer-0-20,true:titular,affiliation-10d430b823de,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:21,"[""Educação"", """", ""Rossieli Soares"", ""-"", ""10 de abril de 2018 [ 12 ]"", ""31 de dezembro de 2018""]",,,,,included_reviewed_service,service-michel_temer-0-21,true:titular,affiliation-c28f7caff6cf,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,michel_temer:0:22,"[""Defesa"", """", ""Raul Jungmann"", ""PPS"", ""12 de maio de 2016 [ 2 ]"", ""27 de fevereiro de 2018 [ 13 ]""]",,,,,included_reviewed_service,service-michel_temer-0-22,true:titular,affiliation-5a9063548031;affiliation-bd9937883986;affiliation-c97971ff1dd1;affiliation-fc4ede1b1df9,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R11
