service_id,person_id,person_name,office_id,office_name,administration_id,start_inclusive,end_exclusive,capacity,included,scope_decision,raw_start,raw_end,raw_date_semantics,date_status,date_earliest,date_latest,evidence_ids,decision_ids,source_record_ids
service-84105bf0fa5f,person-84d03af199f4,Wellington César Lima e Silva,dilma_2-justica,Justiça,dilma_2,2016-03-03,2016-03-17,titular,true,Dated Minister of State scope; OFF-009;OFF-010;OFF-011;ATLAS-494,2016-03-03,2016-03-17,reviewed half-open interval,adjudicated_source_boundary,,,OFF-009;OFF-010;OFF-011;ATLAS-494,OFFICE-ADJUDICATION,dilma_rousseff:1:52
service-f6b7136b576a,person-03e5816de50d,Carlos Eduardo Gabas,dilma_2-aviacao-civil,Aviação Civil,dilma_2,2016-04-29,2016-05-12,titular,true,Dated Minister of State scope; ATLAS-554,2016-04-29,2016-05-12,reviewed half-open interval,adjudicated_source_boundary,,,ATLAS-554,OFFICE-ADJUDICATION,
service-0756ddce3efb,person-9e9d2c2a173e,Jaques Wagner,dilma_2-gabinete-pessoal,Gabinete Pessoal,dilma_2,2016-03-17,2016-05-12,titular,true,Dated Minister of State scope; OFF-008;OFF-009,2016-03-17,2016-05-12,reviewed half-open interval,adjudicated_source_boundary,,,OFF-008;OFF-009,OFFICE-ADJUDICATION,
service-dilma_rousseff-1-4,person-a0d1dbbd1239,Marcelo Neri,dilma_2-assuntos-estrategicos,Secretaria de Assuntos Estratégicos,dilma_2,2015-01-01,2015-02-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-02-05,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-165ae748c303,POPULATION-REVIEW,dilma_rousseff:1:4
service-dilma_rousseff-1-21,person-47c2eec4ae3b,Thomas Traumann,dilma_2-comunicacao-social,Secretaria de Comunicação Social,dilma_2,2015-01-01,2015-03-25,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-03-25,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-645dc7ca47f1,POPULATION-REVIEW,dilma_rousseff:1:21
service-dilma_rousseff-1-67,person-a4e239dfc327,Pepe Vargas,dilma_2-relacoes-institucionais,Secretaria de Relações Institucionais,dilma_2,2015-01-01,2015-04-07,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-04-07,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-7fd64bd02e06,POPULATION-REVIEW,dilma_rousseff:1:67
service-dilma_rousseff-1-75,person-16ea0c2b585a,Vinicius Lages,dilma_2-turismo,Ministério do Turismo,dilma_2,2015-01-01,2015-04-16,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-04-16,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-858a83513dbd,POPULATION-REVIEW,dilma_rousseff:1:75
service-dilma_rousseff-1-36,person-8dc226f411d7,Ideli Salvatti,dilma_2-direitos-humanos,Secretaria de Direitos Humanos,dilma_2,2015-01-01,2015-04-16,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-04-16,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-d13b06a2d6ea,POPULATION-REVIEW,dilma_rousseff:1:36
service-dilma_rousseff-1-5,person-dbf349570fa7,Roberto Mangabeira Unger,dilma_2-assuntos-estrategicos,Secretaria de Assuntos Estratégicos,dilma_2,2015-02-05,2015-09-14,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-02-05,2015-09-14,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-7076a873efe6,POPULATION-REVIEW,dilma_rousseff:1:5
service-dilma_rousseff-1-45,person-d18354f64c86,Joaquim Levy,dilma_2-fazenda,Ministério da Fazenda,dilma_2,2015-01-01,2015-12-18,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-12-18,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-2df1ae3ab2c1,POPULATION-REVIEW,dilma_rousseff:1:45
service-dilma_rousseff-1-25,person-493daa3b8149,Valdir Moysés Simão,dilma_2-cgu,Controladoria-Geral da União,dilma_2,2015-01-01,2015-12-21,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-12-21,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-8a829ddf0700,POPULATION-REVIEW,dilma_rousseff:1:25
service-dilma_rousseff-1-26,person-e1c3de3fc615,Carlos Higino Ribeiro de Alencar,dilma_2-cgu,Controladoria-Geral da União,dilma_2,2015-12-21,2016-02-29,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-12-21,2016-02-29,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-f1564ca79a01,POPULATION-REVIEW,dilma_rousseff:1:26
service-dilma_rousseff-1-1,person-aa5f8262ea48,Luís Inácio Adams,dilma_2-agu,Advocacia-Geral da União,dilma_2,2015-01-01,2016-03-03,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-03-03,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-6acbef0c8e72,POPULATION-REVIEW,dilma_rousseff:1:1
service-dilma_rousseff-1-51,person-ca40dc0291e1,José Eduardo Cardozo,dilma_2-justica,Ministério da Justiça,dilma_2,2015-01-01,2016-03-03,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-03-03,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-8f31809fa406,POPULATION-REVIEW,dilma_rousseff:1:51
service-dilma_rousseff-1-76,person-5d5c6255c599,Henrique Eduardo Alves,dilma_2-turismo,Ministério do Turismo,dilma_2,2015-04-16,2016-03-28,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-04-16,2016-03-28,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-7f1bb5c8a3de,POPULATION-REVIEW,dilma_rousseff:1:76
service-dilma_rousseff-1-31,person-90757367fdcf,Patrus Ananias,dilma_2-desenvolvimento-agrario,Ministério do Desenvolvimento Agrário,dilma_2,2015-01-01,2016-04-14,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-04-14,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-9fb226a0f1d8,POPULATION-REVIEW,dilma_rousseff:1:31
service-dilma_rousseff-1-9,person-4b3c84ef1e38,Mauro Lopes,dilma_2-aviacao-civil,Secretaria de Aviação Civil,dilma_2,2016-03-17,2016-04-18,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-03-17,2016-04-18,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-90f1b4fb4472,POPULATION-REVIEW,dilma_rousseff:1:9
service-dilma_rousseff-1-32,person-74c3b4df9e1a,Maria Fernanda Ramos Coelho,dilma_2-desenvolvimento-agrario,Ministério do Desenvolvimento Agrário,dilma_2,2016-04-14,2016-04-19,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-04-14,2016-04-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-4e35512833d0,POPULATION-REVIEW,dilma_rousseff:1:32
service-dilma_rousseff-1-77,person-9cf6aaca0bc9,Alberto Alves,dilma_2-turismo,Ministério do Turismo,dilma_2,2016-03-28,2016-04-21,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-03-28,2016-04-21,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-4bd5de62c2aa,POPULATION-REVIEW,dilma_rousseff:1:77
service-dilma_rousseff-1-27,person-cb50546f64cf,Luiz Navarro de Britto,dilma_2-cgu,Controladoria-Geral da União,dilma_2,2016-02-29,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-02-29,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-27767c7555e1,POPULATION-REVIEW,dilma_rousseff:1:27
service-dilma_rousseff-1-66,person-a9747949f291,Mauro Vieira,dilma_2-relacoes-exteriores,Ministério das Relações Exteriores,dilma_2,2015-01-01,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-2f545a0a2af9,POPULATION-REVIEW,dilma_rousseff:1:66
service-dilma_rousseff-1-60,person-493daa3b8149,Valdir Moysés Simão,dilma_2-planejamento,"Ministério do Planejamento, Orçamento e Gestão",dilma_2,2015-12-21,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-12-21,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-3a0fd99272c8,POPULATION-REVIEW,dilma_rousseff:1:60
service-dilma_rousseff-1-11,person-22683c1aec2c,Alexandre Tombini,dilma_2-banco-central,Presidente do Banco Central do Brasil,dilma_2,2015-01-01,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-3a3bd99ec9c2,POPULATION-REVIEW,dilma_rousseff:1:11
service-dilma_rousseff-1-18,person-e3b49350bd7a,Emília Maria Silva Ribeiro Curi,dilma_2-ciencia-tecnologia,"Ministério da Ciência, Tecnologia e Inovação",dilma_2,2016-04-14,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-04-14,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-3adefb71d2bc,POPULATION-REVIEW,dilma_rousseff:1:18
service-dilma_rousseff-1-33,person-90757367fdcf,Patrus Ananias,dilma_2-desenvolvimento-agrario,Ministério do Desenvolvimento Agrário,dilma_2,2016-04-19,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-04-19,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-42ef15a41df1,POPULATION-REVIEW,dilma_rousseff:1:33
service-dilma_rousseff-1-78,person-d63b83da527a,Alessandro Teixeira,dilma_2-turismo,Ministério do Turismo,dilma_2,2016-04-21,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-04-21,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-46405e3b602b,POPULATION-REVIEW,dilma_rousseff:1:78
service-dilma_rousseff-1-44,person-b3d44fb99031,Ricardo Leyser,dilma_2-esporte,Ministério do Esporte,dilma_2,2016-03-31,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-03-31,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-548e8979a482,POPULATION-REVIEW,dilma_rousseff:1:44
service-dilma_rousseff-1-74,person-38f714851a92,Antonio Carlos Rodrigues,dilma_2-transportes,Ministério dos Transportes,dilma_2,2015-01-01,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-650019f21afb,POPULATION-REVIEW,dilma_rousseff:1:74
service-dilma_rousseff-1-2,person-ca40dc0291e1,José Eduardo Cardozo,dilma_2-agu,Advocacia-Geral da União,dilma_2,2016-03-03,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-03-03,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-6eb6d5643016,POPULATION-REVIEW,dilma_rousseff:1:2
service-dilma_rousseff-1-54,person-c804f816babb,Izabella Teixeira,dilma_2-meio-ambiente,Ministério do Meio Ambiente,dilma_2,2015-01-01,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-85c2f5b66096,POPULATION-REVIEW,dilma_rousseff:1:54
service-dilma_rousseff-1-22,person-9fe6d70bf384,Edinho Silva,dilma_2-comunicacao-social,Secretaria de Comunicação Social,dilma_2,2015-03-31,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-03-31,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-89bba1651520,POPULATION-REVIEW,dilma_rousseff:1:22
service-dilma_rousseff-1-35,person-06d7d8eceb28,Tereza Campello,dilma_2-desenvolvimento-social,Ministério do Desenvolvimento Social e Combate à Fome,dilma_2,2015-01-01,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-af4dca441a45,POPULATION-REVIEW,dilma_rousseff:1:35
service-dilma_rousseff-1-34,person-6e762df38945,Armando Monteiro,dilma_2-industria-comercio,"Ministério do Desenvolvimento, Indústria e Comércio Exterior",dilma_2,2015-01-01,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-ba4b75fca9f5,POPULATION-REVIEW,dilma_rousseff:1:34
service-dilma_rousseff-1-3,person-5139ef661a7d,Kátia Abreu,dilma_2-agricultura,"Ministério da Agricultura, Pecuária e Abastecimento",dilma_2,2015-01-01,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-bbe559c76692,POPULATION-REVIEW,dilma_rousseff:1:3
service-dilma_rousseff-1-20,person-69112e380c0b,Inês da Silva Magalhães,dilma_2-cidades,Ministério das Cidades,dilma_2,2016-04-19,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-04-15,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-c8ef1de4a884,POPULATION-REVIEW,dilma_rousseff:1:20
service-dilma_rousseff-1-28,person-e97a73d54d22,Juca Ferreira,dilma_2-cultura,Ministério da Cultura,dilma_2,2015-01-01,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-e0ac31b0f981,POPULATION-REVIEW,dilma_rousseff:1:28
service-dilma_rousseff-1-46,person-df9f2930b81a,Nelson Barbosa,dilma_2-fazenda,Ministério da Fazenda,dilma_2,2015-12-18,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-12-18,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-e5f7ea3a676b,POPULATION-REVIEW,dilma_rousseff:1:46
service-C055-person-884dd07ee0fc,person-884dd07ee0fc,Eva Chiavon,dilma_2-casa-civil,Casa Civil,dilma_2,2016-03-16,2016-03-17,vacancy_acting,true,Vacancy replacement; no ordinary travel substitution included,2016-03-16,2016-03-17,Half-open adjudication from formal vacancy and continuing designated substitute,adjudicated_designated_vacancy_replacement,,,C031;C055;LEG-f7165c075478,C031;C055;POPULATION-REVIEW,dilma_rousseff:1:15
service-dilma_rousseff-1-8,person-cd7eec731906,Guilherme Walder Mora Ramalho,dilma_2-aviacao-civil,Secretaria de Aviação Civil,dilma_2,2015-12-08,2016-03-17,vacancy_acting,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-12-07,2016-03-17,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C021;LEG-f1b582114b4b,ATLAS-551;ATLAS-554;C021,dilma_rousseff:1:8
service-dilma_rousseff-1-40,person-42c80e28db4f,Luiz Cláudio Costa,dilma_2-educacao,Ministério da Educação,dilma_2,2015-03-19,2015-04-06,vacancy_acting,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-03-18,2015-04-06,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-71604753d832,POPULATION-REVIEW,dilma_rousseff:1:40
service-dilma_rousseff-1-50,person-ffd279a48828,Josélio de Andrade Moura,dilma_2-integracao,Ministério da Integração Nacional,dilma_2,2016-04-14,2016-05-12,vacancy_acting,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-04-13,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-69449ca60500,POPULATION-REVIEW,dilma_rousseff:1:50
service-C029-messias-secom,person-C029-roberto-bocorny-messias,Roberto Bocorny Messias,dilma_2-comunicacao-social,Secretaria de Comunicação Social,dilma_2,2015-03-25,2015-03-31,vacancy_acting,true,C029 documented vacancy replacement,2015-03-25,2015-03-31,acts from accepted resignation until successor service,supported_succession,,,C029,C029,C029
service-dilma_rousseff-1-15,person-884dd07ee0fc,Eva Chiavon,dilma_2-casa-civil,Casa Civil,dilma_2,2016-03-18,2016-05-12,vacancy_acting,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-03-22,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,supported_succession,,,C031;LEG-f7165c075478,C031;POPULATION-REVIEW,dilma_rousseff:1:15
service-lula_2023_presente-2-21,person-ac90462d73a6,Dario Durigan,lula_3-fazenda,Fazenda,lula_3,2026-03-20,2026-03-20,outside_cutoff,false,Actual March 20 entry lies outside observation cutoff,2026-03-19,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C064;LEG-e021896e2251,C064;OFF-045,lula_2023_presente:2:21
service-lula_2023_presente-2-46,person-96c220ae0629,Celso Sabino,lula_3-turismo,Turismo,lula_3,2023-07-18,2023-11-30,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-08-03,2025-12-23,"Inherited continuous raw roster endpoints retained for comparison; reconstructed actual-service segment endpoints follow C073 dated decrees and legislative licences, with bounds in sabino_date_conflicts.json",adjudicated_documented_actual_service,,,AFF-034;C073;LEG-68b75f23e045,C073;OFF-041;R27,lula_2023_presente:2:46
service-C073-sabino-2,person-96c220ae0629,Celso Sabino,lula_3-turismo,Turismo,lula_3,2024-12-06,2025-02-01,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-08-03,2025-12-23,"Inherited continuous raw roster endpoints retained for comparison; reconstructed actual-service segment endpoints follow C073 dated decrees and legislative licences, with bounds in sabino_date_conflicts.json",adjudicated_documented_actual_service,,,AFF-034;C073;LEG-68b75f23e045,C073;OFF-041;R27,lula_2023_presente:2:46
service-C073-sabino-3,person-96c220ae0629,Celso Sabino,lula_3-turismo,Turismo,lula_3,2025-02-03,2025-10-08,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-08-03,2025-12-23,"Inherited continuous raw roster endpoints retained for comparison; reconstructed actual-service segment endpoints follow C073 dated decrees and legislative licences, with bounds in sabino_date_conflicts.json",adjudicated_documented_actual_service,,,AFF-034;C073;LEG-68b75f23e045,C073;OFF-041;R27,lula_2023_presente:2:46
service-C073-sabino-4,person-96c220ae0629,Celso Sabino,lula_3-turismo,Turismo,lula_3,2025-10-09,2025-11-13,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-08-03,2025-12-23,"Inherited continuous raw roster endpoints retained for comparison; reconstructed actual-service segment endpoints follow C073 dated decrees and legislative licences, with bounds in sabino_date_conflicts.json",adjudicated_documented_actual_service,,,AFF-034;C073;LEG-68b75f23e045,C073;OFF-041;R27,lula_2023_presente:2:46
service-C073-sabino-1,person-96c220ae0629,Celso Sabino,lula_3-turismo,Turismo,lula_3,2023-12-06,2024-12-03,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-08-03,2025-12-23,"Inherited continuous raw roster endpoints retained for comparison; reconstructed actual-service segment endpoints follow C073 dated decrees and legislative licences, with bounds in sabino_date_conflicts.json",adjudicated_documented_actual_service,,,AFF-034;C073;LEG-68b75f23e045;V5W7E004,C073;OFF-041;R27;V5W7D001,lula_2023_presente:2:46
service-C073-sabino-5,person-96c220ae0629,Celso Sabino,lula_3-turismo,Turismo,lula_3,2025-11-17,2025-12-19,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-08-03,2025-12-23,"Inherited continuous raw roster endpoints retained for comparison; reconstructed actual-service segment endpoints follow C073 dated decrees and legislative licences, with bounds in sabino_date_conflicts.json; V5W7D002 separates actual ministerial exercise, formal reappointment and parliamentary notification; all interval endpoints retained",adjudicated_documented_actual_service,,,AFF-034;C073;LEG-68b75f23e045;V5W7E001;V5W7E002;V5W7E003,C073;OFF-041;R27;V5W7D002,lula_2023_presente:2:46
service-lula_2023_presente-2-18,person-60f8b677bb39,Ana Moser,lula_3-esporte,Esporte,lula_3,2023-01-01,2023-09-13,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2023-09-06,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-6121a2ab7c3d,ATLAS-694;R29,lula_2023_presente:2:18
service-lula_2023_presente-2-35,person-c505ea49abf6,Márcio França,lula_3-portos-e-aeroportos,Portos e Aeroportos,lula_3,2023-01-01,2023-09-13,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2023-09-06,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-d183433abf9b,ATLAS-706;R29,lula_2023_presente:2:35
service-lula_2023_presente-2-61,person-8fe557c5943b,Paulo Pimenta,lula_3-secretaria-extraordinaria-da-presidencia-da-republica-para-apoio-a-reconstrucao-do-rio-grande-do-sul,Secretaria Extraordinária da Presidência da República para Apoio à Reconstrução do Rio Grande do Sul,lula_3,2024-05-15,2024-09-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2024-05-15,2024-09-10,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C011;LEG-260dc224b3b3,C011;POPULATION-REVIEW,lula_2023_presente:2:61
service-lula_2023_presente-2-20,person-f0fb19bbf4c2,Fernando Haddad,lula_3-fazenda,Fazenda,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C064;LEG-3b78d99c4156,C064;POPULATION-REVIEW,lula_2023_presente:2:20
service-lula_2023_presente-2-47,person-f25df99d0fa9,Gustavo Feliciano,lula_3-turismo,Turismo,lula_3,2025-12-23,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2025-12-23,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C073;LEG-4f3b9ee61eb5,C073;POPULATION-REVIEW;R28,lula_2023_presente:2:47
service-lula_2023_presente-2-60,person-622e9e6e1cc2,Sidônio Palmeira,lula_3-comunicacao-social,Secretaria de Comunicação Social,lula_3,2025-01-14,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2025-01-07,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-e1bdeed31aec,LUL-B01;OFF-044,lula_2023_presente:2:60
service-lula_2023_presente-2-58,person-8fe557c5943b,Paulo Pimenta,lula_3-comunicacao-social,Secretaria de Comunicação Social,lula_3,2023-01-01,2024-05-15,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2025-01-08,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-e020f6e27e56,OFF-037;OFF-038;OFF-039,lula_2023_presente:2:58
service-lula_2023_presente-2-15,person-b983e95c8716,Macaé Evaristo,lula_3-direitos-humanos,Direitos Humanos e Cidadania,lula_3,2024-09-11,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2024-09-27,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-aaebea0a8273,OFF-042,lula_2023_presente:2:15
service-bd479da06544,person-8fe557c5943b,Paulo Pimenta,lula_3-comunicacao-social,Secretaria de Comunicação Social,lula_3,2024-09-12,2025-01-14,titular,true,Dated Minister of State scope; OFF-038;OFF-039;OFF-040,2024-09-12,2025-01-14,reviewed half-open interval,adjudicated_source_boundary,,,OFF-038;OFF-039;OFF-040,OFFICE-ADJUDICATION,
service-lula_2023_presente-2-52,person-d7245619b521,Gonçalves Dias,lula_3-gsi,Gabinete de Segurança Institucional,lula_3,2023-01-01,2023-04-19,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2023-04-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-acfd621740b2,POPULATION-REVIEW,lula_2023_presente:2:52
