source_record_id,source_cells_json,service_ids,disposition,evidence_ids
jair_bolsonaro:0:12,"[""Ministério da Justiça e Segurança Pública"", """", ""Sergio Moro"", ""—"", ""1 de janeiro de 2019"", ""24 de abril de 2020"", ""[ 10 ]""]",service-jair_bolsonaro-0-12,included_reviewed_service,LEG-87ae07a227bd
lula_2023_presente:2:12,"[""Desenvolvimento e Assistência Social, Família e Combate à Fome"", """", ""Wellington Dias"", ""PT / PI"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-12,included_reviewed_service,LEG-880bd4a97d76
lula_2023_presente:2:40,"[""Relações Exteriores"", """", ""Mauro Vieira"", ""Sem partido/ RJ"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-40,included_reviewed_service,LEG-88618295577b
lula_2023_presente:2:34,"[""Planejamento e Orçamento"", """", ""Simone Tebet"", ""PSB / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 25 ]""]",service-lula_2023_presente-2-34,included_reviewed_service,LEG-89a6204c7ce1
dilma_rousseff:1:22,"[""Secretaria de Comunicação Social"", """", ""Edinho Silva"", ""PT"", ""31 de março de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 42 ]""]",service-dilma_rousseff-1-22,included_reviewed_service,LEG-89bba1651520
dilma_rousseff:1:25,"[""Controladoria-Geral da União"", """", ""Valdir Moysés Simão"", ""—"", ""1º de janeiro de 2015"", ""21 de dezembro de 2015"", ""[ 1 ]""]",service-dilma_rousseff-1-25,included_reviewed_service,LEG-8a829ddf0700
lula_2023_presente:2:10,"[""Desenvolvimento Agrário e Agricultura Familiar"", """", ""Paulo Teixeira"", ""PT / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-10,included_reviewed_service,LEG-8c2a099615fd
lula_2023_presente:2:44,"[""Transportes"", """", ""Renan Filho"", ""MDB / AL"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-44,included_reviewed_service,LEG-8ccea40b6f1d
michel_temer:0:25,"[""Desenvolvimento Social e Agrário"", """", ""Alberto Beltrame"", ""-"", ""6 de abril de 2018 [ 11 ]"", ""1 de Janeiro de 2019""]",service-michel_temer-0-25,included_reviewed_service,LEG-8e386223a64d
dilma_rousseff:1:51,"[""Ministério da Justiça"", """", ""José Eduardo Cardozo"", ""PT"", ""1º de janeiro de 2015"", ""3 de março de 2016"", ""[ 1 ]""]",service-dilma_rousseff-1-51,included_reviewed_service,LEG-8f31809fa406
lula_2023_presente:2:28,"[""Justiça e Segurança Pública"", """", ""Wellington César Lima e Silva"", ""Sem partido"", ""13 de janeiro de 2026"", ""Em exercício"", ""[ 23 ]""]",service-lula_2023_presente-2-28,included_reviewed_service,LEG-9017e8f64cc4
lula_2023_presente:2:2,"[""Agricultura e Pecuária"", """", ""Carlos Fávaro"", ""PSD / MT"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-2,included_reviewed_service,LEG-90750f1c9b17
dilma_rousseff:1:9,"[""Secretaria de Aviação Civil"", """", ""Mauro Lopes"", ""MDB"", ""17 de março de 2016"", ""18 de abril de 2016 (demitido do cargo)"", ""[ 38 ]""]",service-dilma_rousseff-1-9,included_reviewed_service,LEG-90f1b4fb4472
michel_temer:0:65,"[""Turismo"", """", ""Marx Beltrão"", ""MDB"", ""5 de outubro de 2016 [ 32 ]"", ""6 de abril de 2018""]",service-michel_temer-0-65,included_reviewed_service,LEG-989e2fecd8ae
michel_temer:0:9,"[""Ciência, Tecnologia, Inovações e Comunicações"", """", ""Gilberto Kassab"", ""PSD"", ""12 de maio de 2016 [ 2 ]"", ""1 de janeiro de 2019""]",service-michel_temer-0-9,included_reviewed_service,LEG-9c027191b36e
jair_bolsonaro:0:22,"[""Ministério das Relações Exteriores"", """", ""Carlos França"", ""—"", ""6 de abril de 2021"", ""1 de janeiro de 2023"", ""[ 20 ]""]",service-jair_bolsonaro-0-22,included_reviewed_service,LEG-9dd6c6a98b8f
dilma_rousseff:1:31,"[""Ministério do Desenvolvimento Agrário"", """", ""Patrus Ananias"", ""PT"", ""1º de janeiro de 2015"", ""14 de abril de 2016"", ""[ 1 ]""]",service-dilma_rousseff-1-31,included_reviewed_service,LEG-9fb226a0f1d8
lula_2023_presente:2:39,"[""Previdência Social"", """", ""Wolney Queiroz"", ""PDT / PE"", ""2 de maio de 2025"", ""Em exercício"", ""[ 28 ]""]",service-lula_2023_presente-2-39,included_reviewed_service,LEG-a42afb06472c
lula_2023_presente:2:25,"[""Justiça e Segurança Pública"", """", ""Flávio Dino"", ""PSB / MA"", ""1.º de janeiro de 2023"", ""1.º de fevereiro de 2024"", ""[ 19 ]""]",service-lula_2023_presente-2-25,included_reviewed_service,LEG-a4d9f014f208
michel_temer:0:47,"[""Relações Exteriores"", """", ""Aloysio Nunes"", ""PSDB"", ""7 de março de 2017"", ""1º de janeiro de 2019""]",service-michel_temer-0-47,included_reviewed_service,LEG-a7368f6c8a7a
lula_2023_presente:2:4,"[""Ciência, Tecnologia e Inovação"", """", ""Luciana Santos"", ""PCdoB / PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-4,included_reviewed_service,LEG-a79dfb4e75e8
lula_2023_presente:2:15,"[""Direitos Humanos e Cidadania"", """", ""Macaé Evaristo"", ""PT / MG"", ""27 de setembro de 2024"", ""Em exercício"", ""[ 13 ]""]",service-lula_2023_presente-2-15,included_reviewed_service,LEG-aaebea0a8273
lula_2023_presente:2:52,"[""Gabinete de Segurança Institucional"", """", ""Gonçalves Dias"", ""Sem partido/ SP"", ""1.º de janeiro de 2023"", ""19 de abril de 2023"", ""[ 34 ]""]",service-lula_2023_presente-2-52,included_reviewed_service,LEG-acfd621740b2
lula_2023_presente:2:42,"[""Saúde"", """", ""Alexandre Padilha"", ""PT / SP"", ""10 de março de 2025"", ""Em exercício"", ""[ 29 ] [ 30 ]""]",service-lula_2023_presente-2-42,included_reviewed_service,LEG-ae881085444e
dilma_rousseff:1:35,"[""Ministério do Desenvolvimento Social e Combate à Fome"", """", ""Tereza Campello"", ""PT"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",service-dilma_rousseff-1-35,included_reviewed_service,LEG-af4dca441a45
lula_2023_presente:2:50,"[""Controladoria-Geral da União"", """", ""Vinícius Marques de Carvalho"", ""Sem partido/ SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-50,included_reviewed_service,LEG-b2f5b4a75ce6
lula_2023_presente:2:5,"[""Comunicações"", """", ""Juscelino Filho"", ""UNIÃO / MA"", ""1.º de janeiro de 2023"", ""9 de abril de 2025"", ""[ 7 ]""]",service-lula_2023_presente-2-5,included_reviewed_service,LEG-b5c3c93f0a0d
jair_bolsonaro:0:39,"[""Ministério da Educação"", """", ""Ricardo Vélez Rodríguez [ nota 4 ]"", ""—"", ""1 de janeiro de 2019"", ""8 de abril de 2019"", ""[ 36 ]""]",service-jair_bolsonaro-0-39,included_reviewed_service,LEG-b6119274bf0c
lula_2023_presente:2:14,"[""Direitos Humanos e Cidadania"", """", ""Esther Dweck"", ""Sem partido/ RJ"", ""6 de setembro de 2024"", ""27 de setembro de 2024"", ""[ 12 ]""]",service-lula_2023_presente-2-14,included_reviewed_service,LEG-b9e8176baff8
dilma_rousseff:1:34,"[""Ministério do Desenvolvimento, Indústria e Comércio Exterior"", """", ""Armando Monteiro"", ""PTB"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",service-dilma_rousseff-1-34,included_reviewed_service,LEG-ba4b75fca9f5
dilma_rousseff:1:3,"[""Ministério da Agricultura, Pecuária e Abastecimento"", """", ""Kátia Abreu"", ""MDB"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",service-dilma_rousseff-1-3,included_reviewed_service,LEG-bbe559c76692
lula_2023_presente:2:59,"[""Secretaria de Comunicação Social"", """", ""Laércio Portela (interino)"", ""Sem partido/ PE"", ""15 de maio de 2024"", ""10 de setembro de 2024"", ""[ 39 ]""]",service-lula_2023_presente-2-59,included_reviewed_service,LEG-bca3c6c6edac
dilma_rousseff:1:20,"[""Ministério das Cidades"", """", ""Inês da Silva Magalhães"", ""—"", ""15 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",service-dilma_rousseff-1-20,included_reviewed_service,LEG-c8ef1de4a884
lula_2023_presente:2:45,"[""Turismo"", """", ""Daniela Carneiro"", ""UNIÃO / RJ"", ""1.º de janeiro de 2023"", ""14 de julho de 2023"", ""[ 31 ]""]",service-lula_2023_presente-2-45,included_reviewed_service,LEG-caa1bb9ce390
lula_2023_presente:2:26,"[""Justiça e Segurança Pública"", """", ""Ricardo Lewandowski"", ""Sem partido/ RJ"", ""1.º de fevereiro de 2024"", ""9 de janeiro de 2026"", ""[ 20 ] [ 21 ]""]",service-lula_2023_presente-2-26,included_reviewed_service,LEG-cb17a8bd0c74
dilma_rousseff:1:36,"[""Secretaria de Direitos Humanos"", """", ""Ideli Salvatti"", ""PT"", ""1º de janeiro de 2015"", ""16 de abril de 2015"", ""[ 1 ]""]",service-dilma_rousseff-1-36,included_reviewed_service,LEG-d13b06a2d6ea
lula_2023_presente:2:35,"[""Portos e Aeroportos"", """", ""Márcio França"", ""PSB / SP"", ""1.º de janeiro de 2023"", ""6 de setembro de 2023"", ""[ 26 ]""]",service-lula_2023_presente-2-35,included_reviewed_service,LEG-d183433abf9b
michel_temer:0:29,"[""Esporte"", """", ""Leandro Cruz Fróes da Silva"", ""-"", ""6 de abril de 2018 [ 11 ]"", ""1 de janeiro de 2019""]",service-michel_temer-0-29,included_reviewed_service,LEG-d2b6ba0c63b5
michel_temer:0:32,"[""Integração Nacional"", """", ""Helder Barbalho"", ""MDB"", ""12 de maio de 2016 [ 2 ]"", ""a 6 de abril de 2018""]",service-michel_temer-0-32,included_reviewed_service,LEG-d4d6ed48816a
jair_bolsonaro:0:40,"[""Ministério da Educação"", """", ""Abraham Weintraub"", ""—"", ""8 de abril de 2019"", ""20 de junho de 2020"", ""[ 37 ] [ 38 ]""]",service-jair_bolsonaro-0-40,included_reviewed_service,LEG-d9b4064c62f2
lula_2023_presente:2:22,"[""Gestão e da Inovação em Serviços Públicos"", """", ""Esther Dweck"", ""Sem partido/ RJ"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-22,included_reviewed_service,LEG-da6ce3b869d1
lula_2023_presente:2:11,"[""Desenvolvimento, Indústria, Comércio e Serviços"", """", ""Geraldo Alckmin"", ""PSB / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 10 ]""]",service-lula_2023_presente-2-11,included_reviewed_service,LEG-de8718bf31f7
jair_bolsonaro:0:1,"[""Casa Civil"", """", ""Onyx Lorenzoni"", ""DEM"", ""1 de janeiro de 2019"", ""14 de fevereiro de 2020"", ""[ 1 ]""]",service-jair_bolsonaro-0-1,included_reviewed_service,LEG-df0a18aba9ff;OFF-031–OFF-034
lula_2023_presente:2:58,"[""Secretaria de Comunicação Social"", """", ""Paulo Pimenta"", ""PT / RS"", ""1.º de janeiro de 2023"", ""8 de janeiro de 2025"", ""[ 38 ]""]",service-lula_2023_presente-2-58,included_reviewed_service,LEG-e020f6e27e56
dilma_rousseff:1:28,"[""Ministério da Cultura"", """", ""Juca Ferreira"", ""PT"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",service-dilma_rousseff-1-28,included_reviewed_service,LEG-e0ac31b0f981
jair_bolsonaro:0:57,"[""Ministério da Cidadania"", """", ""Ronaldo Vieira Bento"", ""—"", ""31 de março de 2022"", ""1 de janeiro de 2023"", ""[ 53 ]""]",service-jair_bolsonaro-0-57,included_reviewed_service,LEG-e0e4ca4ca8d3
lula_2023_presente:2:60,"[""Secretaria de Comunicação Social"", """", ""Sidônio Palmeira"", ""Sem partido/ BA"", ""07 de janeiro de 2025"", ""Em exercício"", ""[ 40 ]""]",service-lula_2023_presente-2-60,included_reviewed_service,LEG-e1bdeed31aec
dilma_rousseff:1:46,"[""Ministério da Fazenda"", """", ""Nelson Barbosa"", ""—"", ""18 de dezembro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",service-dilma_rousseff-1-46,included_reviewed_service,LEG-e5f7ea3a676b
jair_bolsonaro:0:38,"[""Secretaria-Geral da Presidência da República"", """", ""Luiz Eduardo Ramos"", ""—"", ""28 de julho de 2021"", ""1 de janeiro de 2023"", ""[ 3 ]""]",service-jair_bolsonaro-0-38,included_reviewed_service,LEG-e62d7a3cb75d
lula_2023_presente:2:57,"[""Secretaria-Geral da Presidência da República"", """", ""Guilherme Boulos"", ""PSOL / SP"", ""29 de outubro de 2025"", ""Em exercício"", ""[ 37 ]""]",service-lula_2023_presente-2-57,included_reviewed_service,LEG-e65045e234b2
michel_temer:0:36,"[""Justiça"", """", ""Osmar Serraglio"", ""MDB"", ""7 de março de 2017"", ""31 de maio de 2017""]",service-michel_temer-0-36,included_reviewed_service,LEG-e8ffefa1056b
lula_2023_presente:2:41,"[""Saúde"", """", ""Nísia Trindade"", ""Sem partido/ RJ"", ""1.º de janeiro de 2023"", ""10 de março de 2025"", ""[ 29 ] [ 30 ]""]",service-lula_2023_presente-2-41,included_reviewed_service,LEG-eba4482fcf14
lula_2023_presente:2:8,"[""Cultura"", """", ""Margareth Menezes"", ""Sem partido/ BA"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 9 ]""]",service-lula_2023_presente-2-8,included_reviewed_service,LEG-ebab6522a877
jair_bolsonaro:0:3,"[""Casa Civil"", """", ""Luiz Eduardo Ramos"", ""—"", ""29 de março de 2021"", ""28 de julho de 2021"", """"]",service-jair_bolsonaro-0-3,included_reviewed_service,LEG-ebe4d4a81d54
lula_2023_presente:2:33,"[""Pesca e Aquicultura"", """", ""André de Paula"", ""PSD / PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-33,included_reviewed_service,LEG-edf408f36c08
jair_bolsonaro:0:31,"[""Advocacia-Geral da União"", """", ""André Mendonça"", ""—"", ""20 de março de 2021"", ""6 de agosto de 2021"", ""[ 28 ]""]",service-jair_bolsonaro-0-31,included_reviewed_service,LEG-ee50e9c3bdf3
lula_2023_presente:2:3,"[""Cidades"", """", ""Jader Barbalho Filho"", ""MDB / PA"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 6 ]""]",service-lula_2023_presente-2-3,included_reviewed_service,LEG-eedd92e5054e
michel_temer:0:55,"[""Secretaria-Geral (Ministério criado em fevereiro de 2017)"", """", ""Ronaldo Fonseca"", ""PODE"", ""28 de maio de 2018"", ""31 de dezembro de 2018""]",service-michel_temer-0-55,included_reviewed_service,LEG-f0e3878b0b42
dilma_rousseff:1:26,"[""Controladoria-Geral da União"", """", ""Carlos Higino Ribeiro de Alencar"", ""—"", ""21 de dezembro de 2015 (interino)"", ""29 de fevereiro de 2016"", ""[ 36 ]""]",service-dilma_rousseff-1-26,included_reviewed_service,LEG-f1564ca79a01
lula_2023_presente:2:27,"[""Justiça e Segurança Pública"", """", ""Manoel Carlos de Almeida Neto (interino)"", ""Sem partido"", ""9 de janeiro de 2026"", ""13 de janeiro de 2026"", ""[ 22 ]""]",service-lula_2023_presente-2-27,included_reviewed_service,LEG-f1f3a25b37b6
michel_temer:0:2,"[""Advocacia-Geral da União"", """", ""Grace Mendonça"", ""PSDB"", ""9 de setembro de 2016 [ 3 ]"", ""1º de janeiro de 2019""]",service-michel_temer-0-2,included_reviewed_service,LEG-f2b0ba61be8c
michel_temer:0:8,"[""Cidades"", """", ""Alexandre Baldy"", ""PP"", ""22 de novembro de 2017 [ 5 ]"", ""31 de dezembro de 2018""]",service-michel_temer-0-8,included_reviewed_service,LEG-f3dd9541904a
jair_bolsonaro:0:28,"[""Ministério da Saúde"", """", ""Marcelo Queiroga"", ""—"", ""23 de março de 2021"", ""1 de janeiro de 2023"", """"]",service-jair_bolsonaro-0-28,included_reviewed_service,LEG-f48fe3f88953
michel_temer:0:5,"[""Casa Civil"", """", ""Eliseu Padilha"", ""MDB"", ""12 de maio de 2016 [ 2 ]"", ""1° de janeiro de 2019""]",service-michel_temer-0-5,included_reviewed_service,LEG-f764ca51f313
jair_bolsonaro:0:47,"[""Secretaria de Governo"", """", ""Flávia Arruda"", ""PL"", ""20 de março de 2021"", ""31 de março de 2022"", ""[ 45 ]""]",service-jair_bolsonaro-0-47,included_reviewed_service,LEG-f997e70b3675;OFF-026;OFF-027;OFF-028
lula_2023_presente:2:38,"[""Previdência Social"", """", ""Carlos Lupi"", ""PDT / RJ"", ""1.º de janeiro de 2023"", ""2 de maio de 2025"", ""[ 28 ]""]",service-lula_2023_presente-2-38,included_reviewed_service,LEG-f9f4e4420917
michel_temer:0:31,"[""Fazenda e Previdência Social"", """", ""Eduardo Guardia"", ""-"", ""6 de abril de 2018 [ 16 ]"", ""1 de janeiro de 2019""]",service-michel_temer-0-31,included_reviewed_service,LEG-fbbfb4d9d59f
michel_temer:0:37,"[""Justiça"", """", ""Torquato Jardim"", ""-"", ""31 de maio de 2017"", ""1° de janeiro de 2019""]",service-michel_temer-0-37,included_reviewed_service,LEG-fc6bc5c9fcd6
michel_temer:0:50,"[""Secretaria de Governo"", """", ""Geddel Vieira Lima"", ""MDB"", ""12 de maio de 2016 [ 2 ]"", ""25 de novembro de 2016 [ 23 ] [ 7 ]""]",service-c1cbf25fecd8,included_reviewed_service,OFF-003;OFF-012;OFF-013
jair_bolsonaro:0:42,"[""Ministério da Educação"", """", ""Antonio Paulo Vogel (interino)"", ""—"", ""20 de junho de 2020 e novamente em 30 de junho de 2020"", ""20 de junho de 2020"", ""[ 40 ]""]",service-f6cebee00b4b,included_reviewed_service,OFF-029;OFF-030
dilma_rousseff:1:14,"[""Casa Civil"", """", ""Luiz Inácio Lula da Silva"", ""PT"", ""17 de março de 2016"", ""18 de março de 2016 (nomeação suspensa pelo STF)"", ""[ 40 ]""]",service-d627a715ad62,included_reviewed_service,OFF-047
