atlas_line,administration_id,governor_start_raw,governor_end_raw,office_type_raw,office_raw,portfolio_party_raw,person_raw,minister_start_raw,minister_end_raw,minister_party_raw,person_id,service_ids,reconciliation_status,decision_ids,notes
677,lula_3,01/01/2023,,Ministério,Fazenda,PT,Fernando Haddad,01/01/2023,,PT,person-f0fb19bbf4c2,service-lula_2023_presente-2-20,date semantics,C064;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
678,lula_3,01/01/2023,,Ministério,Transportes,MDB,Renan Filho,01/01/2023,,MDB,person-e4833e3cf7cd,service-lula_2023_presente-2-44,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
679,lula_3,01/01/2023,,Ministério,Agricultura,PSD,Carlos Fávaro,01/01/2023,,PSD,person-03674b52507a,service-lula_2023_presente-2-2,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
680,lula_3,01/01/2023,,Ministério,Educação,PT,Camilo Santana,01/01/2023,,PT,person-bff2f0982308,service-lula_2023_presente-2-16,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
681,lula_3,01/01/2023,,Ministério,Trabalho,PT,Luiz Marinho,01/01/2023,,PT,person-d24bcf5e9d95,service-lula_2023_presente-2-43,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
682,lula_3,01/01/2023,,Ministério,Saúde,sfp,Nísia Trindade,01/01/2023,,sfp,person-b681473bece5,service-lula_2023_presente-2-41,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
683,lula_3,01/01/2023,,Ministério,Indústria e Comércio,PSB,Geraldo Alckmin,01/01/2023,,PSB,person-bb7b68961b8f,service-lula_2023_presente-2-11,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
684,lula_3,01/01/2023,,Ministério,Minas e Energia,PSD,Alexandre Silveira,01/01/2023,,PSD,person-f54620dbe5c6,service-lula_2023_presente-2-30,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
685,lula_3,01/01/2023,,Ministério,"Planejamento, Desenvolvimento e Gestão",MDB,Simone Tebet,01/01/2023,,MDB,person-2386b1d96cb0,service-lula_2023_presente-2-34,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
686,lula_3,01/01/2023,,Ministério,Integração Nacional e Desenvolvimento Regional,União,Waldez Góes,01/01/2023,,PDT,person-0dd4119dea52,service-lula_2023_presente-2-24,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
687,lula_3,01/01/2023,,Ministério,Comunicações,União,Juscelino Filho,01/01/2023,,União,person-4a5b603c4e67,service-lula_2023_presente-2-5,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
688,lula_3,01/01/2023,,Ministério,Previdência Social,PDT,Carlos Lupi,01/01/2023,,PDT,person-29d7f5939122,service-lula_2023_presente-2-38,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
689,lula_3,01/01/2023,,Ministério,Meio Ambiente,Rede,Marina Silva,01/01/2023,,Rede,person-95a7db1ddc55,service-lula_2023_presente-2-29,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
690,lula_3,01/01/2023,,Ministério,Ciência e Tecnologia,PCdoB,Luciana Santos,01/01/2023,,PCdoB,person-620c3584df9c,service-lula_2023_presente-2-4,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
691,lula_3,01/01/2023,,Ministério,Cultura,sfp,Margareth Menezes,01/01/2023,,sfp,person-e545719de661,service-lula_2023_presente-2-8,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
692,lula_3,01/01/2023,,Ministério,Desenvolvimento Agrário,PT,Paulo Teixeira,01/01/2023,,PT,person-a7e366e12926,service-lula_2023_presente-2-10,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
693,lula_3,01/01/2023,,Ministério,Desenvolvimento Social,PT,Wellington Dias,01/01/2023,,PT,person-c0ab45f1955b,service-lula_2023_presente-2-12,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
694,lula_3,01/01/2023,,Ministério,Esporte,sfp,Ana Moser,01/01/2023,12/09/2023,sfp,person-60f8b677bb39,service-lula_2023_presente-2-18,date semantics,ATLAS-694;PERSON-CONTINUITY-REVIEW;R29,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
695,lula_3,01/01/2023,,Ministério,Esporte,ind,André Luiz de Carvalho Ribeiro (André Fufuca),13/09/2023,,PP,person-2471c2d4df75,service-lula_2023_presente-2-19,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
696,lula_3,01/01/2023,,Ministério,Cidades,MDB,Jader Filho,01/01/2023,,MDB,person-084754daf6e9,service-lula_2023_presente-2-3,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
697,lula_3,01/01/2023,,Ministério,Turismo,União,Daniela Carneiro,01/01/2023,13/07/2023,União,person-7e402352458c,service-lula_2023_presente-2-45,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
698,lula_3,01/01/2023,,Ministério,Turismo,União,Celso Sabino,14/07/2023,,União,person-96c220ae0629,service-lula_2023_presente-2-46,date semantics,OFF-041;PERSON-CONTINUITY-REVIEW;R27,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
699,lula_3,01/01/2023,,Ministério,Direitos Humanos,sfp,Silvio Almeida,01/01/2023,,sfp,person-a4d00cc5738e,service-lula_2023_presente-2-13,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
700,lula_3,01/01/2023,,Secretaria,Secretaria-Geral (participação social),PT,Márcio Macedo,01/01/2023,,PT,person-77a67c261215,service-lula_2023_presente-2-56,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
701,lula_3,01/01/2023,,Secretaria,Relações Institucionais,PT,Alexandre Padilha,01/01/2023,,PT,person-6f9b22d26357,service-lula_2023_presente-2-42;service-lula_2023_presente-2-62,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
702,lula_3,01/01/2023,,Ministério,Gestão e Inovação em Serviços Públicos,sfp,Esther Dweck,01/01/2023,,sfp,person-8aa66af5537a,service-lula_2023_presente-2-14;service-lula_2023_presente-2-22,office/scope difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
703,lula_3,01/01/2023,,Ministério,Pesca,PSD,André de Paula,01/01/2023,,PSD,person-5b1d1a1c9c4f,service-lula_2023_presente-2-33,office/scope difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
704,lula_3,01/01/2023,,Ministério,Mulheres,PT,Cida Gonçalves,01/01/2023,,PT,person-679284c8b6a4,service-lula_2023_presente-2-31,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
705,lula_3,01/01/2023,,Secretaria,Igualdade Racial,sfp,Anielle Franco,01/01/2023,,sfp,person-aea12d3cd8f6,service-lula_2023_presente-2-23,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
706,lula_3,01/01/2023,,Ministério,Portos e Aeroportos,PSB,Márcio França,01/01/2023,12/09/2023,PSB,person-c505ea49abf6,service-lula_2023_presente-2-17;service-lula_2023_presente-2-35,date semantics,ATLAS-706;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R29,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
707,lula_3,01/01/2023,,Ministério,Portos e Aeroportos,ind,Sílvio Costa Filho,13/09/2023,,REP,person-8ce936917da4,service-lula_2023_presente-2-36,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
708,lula_3,01/01/2023,,Ministério,Micro e Pequenas Empresas,PSB,Márcio França,13/09/2023,,PSB,person-c505ea49abf6,service-lula_2023_presente-2-17;service-lula_2023_presente-2-35,office/scope difference,ATLAS-706;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R29,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
709,lula_3,01/01/2023,,Ministério,Povos Indígenas,PSOL,Sônia Guajajara,01/01/2023,,PSOL,person-0fde3aa24a12,service-lula_2023_presente-2-37,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
556,temer,31/08/2016,31/12/2018,Órgão da PR,Casa Civil,PMDB,Eliseu Padilha,12/05/2016,31/12/2018,PMDB,person-2f002dc5bdc9,service-C012-padilha-trabalho;service-michel_temer-0-5,date semantics,C012;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
557,temer,31/08/2016,31/12/2018,Ministério,Justiça e Cidadania,PSDB,Alexandre de Moraes,12/05/2016,22/02/2017,PSDB,person-b4682cd5afd5,service-michel_temer-0-34,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
558,temer,31/08/2016,31/12/2018,Ministério,Justiça e Segurança Pública,PMDB,Osmar Serraglio,07/03/2017,31/05/2017,PMDB,person-faaa3fbb69cb,service-michel_temer-0-36,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
559,temer,31/08/2016,31/12/2018,Ministério,Justiça e Segurança Pública,sfp,Torquato Jardim,31/05/2017,31/12/2018,sfp,person-30bed103385a,service-michel_temer-0-18;service-michel_temer-0-37,office/scope difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
560,temer,31/08/2016,31/12/2018,Ministério,Defesa,PPS,Raul Jungmann,12/05/2016,21/05/2017,PPS,person-d8e018a87929,service-michel_temer-0-22;service-michel_temer-0-67,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R11,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
561,temer,31/08/2016,31/12/2018,Ministério,Defesa,ind,Raul Jungmann,22/05/2017,27/02/2018,PPS,person-d8e018a87929,service-michel_temer-0-22;service-michel_temer-0-67,office/scope difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R11,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
562,temer,31/08/2016,31/12/2018,Ministério,Defesa,sfp,Joaquim Silva e Luna,27/02/2018,31/12/2018,sfp,person-ffd261ae3f4b,service-michel_temer-0-23,date semantics,OFFICE-CAPACITY-2018;PERSON-CONTINUITY-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
563,temer,31/08/2016,31/12/2018,Ministério,Relações Exteriores,PSDB,José Serra,12/05/2016,22/02/2017,PSDB,person-957fc85102e7,service-michel_temer-0-45,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
564,temer,31/08/2016,31/12/2018,Ministério,Relações Exteriores,PSDB,Aloysio Nunes,07/03/2017,29/11/2017,PSDB,person-ff3ca3610dba,service-michel_temer-0-47,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
565,temer,31/08/2016,31/12/2018,Ministério,Relações Exteriores,ind,Aloysio Nunes,30/11/2017,31/12/2018,PSDB,person-ff3ca3610dba,service-michel_temer-0-47,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
566,temer,31/08/2016,31/12/2018,Ministério,Fazenda ,ind,Henrique Meirelles,12/05/2016,06/04/2018,PSDB,person-e1227ba12162,service-michel_temer-0-30,affiliation difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R09,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
567,temer,31/08/2016,31/12/2018,Ministério,Fazenda ,sfp,Eduardo Guardia,10/04/2018,31/12/2018,sfp,person-c5ac8c46fc68,service-michel_temer-0-31,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
568,temer,31/08/2016,31/12/2018,Ministério,"Transportes, Portos e Aviação Civil",PR,Maurício Quintella Lessa,12/05/2016,02/04/2018,PR,person-6e11e60e71b7,service-michel_temer-0-61,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R05,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
569,temer,31/08/2016,31/12/2018,Ministério,"Transportes, Portos e Aviação Civil",PR,Valter Casimiro Silveira,02/04/2018,31/12/2018,PR,person-34a8cf0e1dd6,service-michel_temer-0-62,affiliation difference,C001;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R13,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
570,temer,31/08/2016,31/12/2018,Ministério,"Agricultura, Pecuária e Abastecimento",PP,Blairo Maggi,12/05/2016,31/12/2018,PP,person-ead656f02bfe,service-michel_temer-0-3,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
571,temer,31/08/2016,31/12/2018,Ministério,Educação,DEM,Mendonça Filho,12/05/2016,06/04/2018,DEM,person-82f55f78ebd6,service-michel_temer-0-20,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
572,temer,31/08/2016,31/12/2018,Ministério,Educação,DEM,Rossieli Soares,10/04/2018,31/12/2018,sfp,person-defb4943178a,service-michel_temer-0-21,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
573,temer,31/08/2016,31/12/2018,Ministério,Trabalho,PTB,Ronaldo Nogueira,12/05/2016,29/12/2017,PTB,person-4597724356b9,service-michel_temer-0-57,agreement,PERSON-CONTINUITY-REVIEW;R06,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
574,temer,31/08/2016,31/12/2018,Ministério,Trabalho,PTB,Helton Yomura,29/12/2017,05/07/2018,PTB,person-d35d6f9df7cc,service-michel_temer-0-59,agreement,PERSON-CONTINUITY-REVIEW;R06,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
575,temer,31/08/2016,31/12/2018,Ministério,Trabalho,sfp,Caio Luiz de Almeida Vieira de Mello,10/07/2018,31/12/2018,sfp,person-c3f91d34e31b,service-michel_temer-0-60,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
576,temer,31/08/2016,31/12/2018,Ministério,Saúde,PP,Ricardo Barros,12/05/2016,01/04/2018,PP,person-f531e7e77d22,service-michel_temer-0-48,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
577,temer,31/08/2016,31/12/2018,Ministério,Saúde,PP,Gilberto Occhi,02/04/2018,31/12/2018,PP,person-57a1c7594de5,service-michel_temer-0-49,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R03,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
578,temer,31/08/2016,31/12/2018,Ministério,"Indústria, Comércio Exterior e Serviços",PRB,Marcos Pereira,12/05/2016,05/01/2018,PRB,person-a25fdc2c76f8,service-eabeba688ae4,date semantics,OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;R07,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
579,temer,31/08/2016,31/12/2018,Ministério,"Indústria, Comércio Exterior e Serviços",PRB,Marcos Jorge de Lima,05/01/2018,31/12/2018,PRB,person-8a2d89267620,service-3e4783281846,date semantics,OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;R07,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
580,temer,31/08/2016,31/12/2018,Ministério,Minas e Energia,sfp,Marco Antônio Martins Almeida,22/04/2016,11/05/2016,sfp,person-9b5ce7be473f,,date semantics,,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
581,temer,31/08/2016,31/12/2018,Ministério,Minas e Energia,PSB,Fernando Bezerra Coelho Filho,12/05/2016,21/05/2017,PSB,person-1eca0d922c8e,service-16051aed1729;service-28d6cde4b48d;service-4c041e5a6768;service-69e3154c999f;service-a8e3421c44ba;service-b3978937568f,combined/split service,C006;C007;PERSON-CONTINUITY-REVIEW;R10;R30,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
582,temer,31/08/2016,31/12/2018,Ministério,Minas e Energia,ind,Fernando Bezerra Coelho Filho,22/05/2017,06/04/2018,PSB,person-1eca0d922c8e,service-16051aed1729;service-28d6cde4b48d;service-4c041e5a6768;service-69e3154c999f;service-a8e3421c44ba;service-b3978937568f,combined/split service,C006;C007;PERSON-CONTINUITY-REVIEW;R10;R30,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
583,temer,31/08/2016,31/12/2018,Ministério,Minas e Energia,PMDB,Moreira Franco,10/04/2018,31/12/2018,PMDB,person-4dbf0bdfa625,service-michel_temer-0-41;service-michel_temer-0-53,date semantics,C041;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
584,temer,31/08/2016,31/12/2018,Ministério,"Planejamento, Desenvolvimento e Gestão",PMDB,Romero Jucá,12/05/2016,23/05/2016,PMDB,person-3501522a16bc,service-michel_temer-0-42,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
585,temer,31/08/2016,31/12/2018,Ministério,"Planejamento, Desenvolvimento e Gestão",PMDB,Dyogo Oliveira,23/05/2016,06/04/2018,sfp,person-8c343d996b0d,service-michel_temer-0-43,date semantics,C052;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
586,temer,31/08/2016,31/12/2018,Ministério,"Planejamento, Desenvolvimento e Gestão",PMDB,Esteves Conalgo,10/04/2018,31/12/2018,sfp,person-97d87d5bc202,service-C052-person-97d87d5bc202;service-michel_temer-0-44,date semantics,C052;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
587,temer,31/08/2016,31/12/2018,Ministério,Integração Nacional,PMDB,Helder Barbalho,12/05/2016,06/04/2018,PMDB,person-69c3d0fe4619,service-michel_temer-0-32,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
588,temer,31/08/2016,31/12/2018,Ministério,Integração Nacional,PMDB,Antônio de Pádua de Deus,10/04/2018,31/12/2018,PMDB,person-9df96d30297f,service-michel_temer-0-33,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
589,temer,31/08/2016,31/12/2018,Ministério,Meio Ambiente,ind,Sarney Filho,12/05/2016,06/04/2018,PV,person-81ec7a04357e,service-michel_temer-0-38,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R08,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
590,temer,31/08/2016,31/12/2018,Ministério,Meio Ambiente,ind,Edson Duarte,06/04/2018,31/12/2018,PV,person-d2cfce9d7579,service-c8d1b1f769cc,date semantics,OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;R08,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
591,temer,31/08/2016,31/12/2018,Ministério,"Ciência, Tecnologia, Inovações e Comunicações",PSD,Gilberto Kassab,12/05/2016,31/12/2018,PSD,person-0c933c9fd291,service-michel_temer-0-9,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R04,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
592,temer,31/08/2016,31/12/2018,Ministério,Cultura,PMDB,Marcelo Calero,24/05/2016,22/11/2016,PMDB,person-f8bcbd6bbf95,service-michel_temer-0-10,date semantics,C047;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
