evidence_id,asserted_fact,source_locator,publisher,publication_date,retrieval_date,access_status,rationale
ATLAS-703,Minister-party assertion PSD; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L703,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-591,Minister-party assertion PSD; minister dates 12/05/2016..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L591,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-647,Minister-party assertion PSD; minister dates 17/06/2020..23/03/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L647,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-631,Minister-party assertion PSD; minister dates 31/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L631,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-612,Minister-party assertion PSDB; minister dates 03/02/2017..14/12/2017,research/inherited/atlas__7010-261partidogabineteministerio.csv#L612,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-606,Minister-party assertion PSDB; minister dates 03/02/2017..29/11/2017,research/inherited/atlas__7010-261partidogabineteministerio.csv#L606,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-564,Minister-party assertion PSDB; minister dates 07/03/2017..29/11/2017,research/inherited/atlas__7010-261partidogabineteministerio.csv#L564,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-645,Minister-party assertion PSDB; minister dates 11/02/2020..31/03/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L645,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-566,Minister-party assertion PSDB; minister dates 12/05/2016..06/04/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L566,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-600,Minister-party assertion PSDB; minister dates 12/05/2016..13/11/2017,research/inherited/atlas__7010-261partidogabineteministerio.csv#L600,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-557,Minister-party assertion PSDB; minister dates 12/05/2016..22/02/2017,research/inherited/atlas__7010-261partidogabineteministerio.csv#L557,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-563,Minister-party assertion PSDB; minister dates 12/05/2016..22/02/2017,research/inherited/atlas__7010-261partidogabineteministerio.csv#L563,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-607,Minister-party assertion PSDB; minister dates 30/11/2017..19/02/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L607,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-565,Minister-party assertion PSDB; minister dates 30/11/2017..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L565,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-651,Minister-party assertion PSL; minister dates 01/01/2019..11/11/2019,research/inherited/atlas__7010-261partidogabineteministerio.csv#L651,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-658,Minister-party assertion PSL; minister dates 01/01/2019..11/11/2019,research/inherited/atlas__7010-261partidogabineteministerio.csv#L658,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-664,Minister-party assertion PSL; minister dates 01/01/2019..18/02/2019,research/inherited/atlas__7010-261partidogabineteministerio.csv#L664,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-659,Minister-party assertion PSL; minister dates 12/11/2019..09/12/2020,research/inherited/atlas__7010-261partidogabineteministerio.csv#L659,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-652,Minister-party assertion PSL; minister dates 12/11/2019..31/03/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L652,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-709,Minister-party assertion PSOL; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L709,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-496,Minister-party assertion PT; minister dates 01/01/2015..02/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L496,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-493,Minister-party assertion PT; minister dates 01/01/2015..03/03/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L493,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-489,Minister-party assertion PT; minister dates 01/01/2015..05/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L489,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-509,Minister-party assertion PT; minister dates 01/01/2015..05/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L509,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-519,Minister-party assertion PT; minister dates 01/01/2015..05/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L519,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-521,Minister-party assertion PT; minister dates 01/01/2015..05/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L521,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-540,Minister-party assertion PT; minister dates 01/01/2015..05/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L540,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-544,Minister-party assertion PT; minister dates 01/01/2015..05/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L544,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-537,Minister-party assertion PT; minister dates 01/01/2015..10/04/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L537,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-541,Minister-party assertion PT; minister dates 01/01/2015..10/04/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L541,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-526,Minister-party assertion PT; minister dates 01/01/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L526,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-527,Minister-party assertion PT; minister dates 01/01/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L527,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-528,Minister-party assertion PT; minister dates 01/01/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L528,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-673,Minister-party assertion PT; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L673,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-677,Minister-party assertion PT; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L677,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-680,Minister-party assertion PT; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L680,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-681,Minister-party assertion PT; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L681,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-692,Minister-party assertion PT; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L692,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-693,Minister-party assertion PT; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L693,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-700,Minister-party assertion PT; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L700,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-701,Minister-party assertion PT; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L701,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-704,Minister-party assertion PT; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L704,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-506,Minister-party assertion PT; minister dates 05/10/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L506,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-508,Minister-party assertion PT; minister dates 05/10/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L508,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-542,Minister-party assertion PT; minister dates 05/10/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L542,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-490,Minister-party assertion PT; minister dates 05/10/2015..16/03/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L490,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-538,Minister-party assertion PT; minister dates 10/04/2015..05/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L538,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-491,Minister-party assertion PT; minister dates 16/03/2016..18/03/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L491,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-533,Minister-party assertion PT; minister dates 19/04/2016..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L533,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-492,Minister-party assertion PT; minister dates 22/03/2016..11/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L492,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-536,Minister-party assertion PT; minister dates 22/04/2016..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L536,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-554,Minister-party assertion PT; minister dates 29/04/2016..11/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L554,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-512,Minister-party assertion PTB; minister dates 01/01/2015..16/03/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L512,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-573,Minister-party assertion PTB; minister dates 12/05/2016..29/12/2017,research/inherited/atlas__7010-261partidogabineteministerio.csv#L573,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-513,Minister-party assertion PTB; minister dates 17/03/2016..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L513,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-574,Minister-party assertion PTB; minister dates 29/12/2017..05/07/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L574,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-590,Minister-party assertion PV; minister dates 06/04/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L590,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-589,Minister-party assertion PV; minister dates 12/05/2016..06/04/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L589,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-610,Minister-party assertion Podemos; minister dates 28/05/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L610,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-656,Minister-party assertion REP; minister dates 12/02/2021..31/03/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L656,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-707,Minister-party assertion REP; minister dates 13/09/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L707,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-663,Minister-party assertion REP; minister dates 31/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L663,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-689,Minister-party assertion Rede; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L689,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-687,Minister-party assertion União; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L687,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-697,Minister-party assertion União; minister dates 01/01/2023..13/07/2023,research/inherited/atlas__7010-261partidogabineteministerio.csv#L697,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-698,Minister-party assertion União; minister dates 14/07/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L698,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-545,Minister-party assertion sfp; minister dates 01/01/2015..05/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L545,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-498,Minister-party assertion sfp; minister dates 01/01/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L498,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-522,Minister-party assertion sfp; minister dates 01/01/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L522,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-499,Minister-party assertion sfp; minister dates 01/01/2015..21/12/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L499,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-516,Minister-party assertion sfp; minister dates 01/01/2015..21/12/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L516,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-632,Minister-party assertion sfp; minister dates 01/01/2019..08/04/2019,research/inherited/atlas__7010-261partidogabineteministerio.csv#L632,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-644,Minister-party assertion sfp; minister dates 01/01/2019..10/02/2020,research/inherited/atlas__7010-261partidogabineteministerio.csv#L644,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-642,Minister-party assertion sfp; minister dates 01/01/2019..11/05/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L642,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-669,Minister-party assertion sfp; minister dates 01/01/2019..12/06/2019,research/inherited/atlas__7010-261partidogabineteministerio.csv#L669,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-619,Minister-party assertion sfp; minister dates 01/01/2019..24/04/2020,research/inherited/atlas__7010-261partidogabineteministerio.csv#L619,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-622,Minister-party assertion sfp; minister dates 01/01/2019..30/03/2021,research/inherited/atlas__7010-261partidogabineteministerio.csv#L622,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-625,Minister-party assertion sfp; minister dates 01/01/2019..30/03/2021,research/inherited/atlas__7010-261partidogabineteministerio.csv#L625,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-628,Minister-party assertion sfp; minister dates 01/01/2019..30/03/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L628,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-627,Minister-party assertion sfp; minister dates 01/01/2019..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L627,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-675,Minister-party assertion sfp; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L675,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-676,Minister-party assertion sfp; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L676,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-682,Minister-party assertion sfp; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L682,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-691,Minister-party assertion sfp; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L691,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-699,Minister-party assertion sfp; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L699,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-702,Minister-party assertion sfp; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L702,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-705,Minister-party assertion sfp; minister dates 01/01/2023..,research/inherited/atlas__7010-261partidogabineteministerio.csv#L705,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-694,Minister-party assertion sfp; minister dates 01/01/2023..12/09/2023,research/inherited/atlas__7010-261partidogabineteministerio.csv#L694,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-494,Minister-party assertion sfp; minister dates 03/03/2016..15/03/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L494,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-668,Minister-party assertion sfp; minister dates 03/08/2021..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L668,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-539,Minister-party assertion sfp; minister dates 05/10/2015..11/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L539,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-505,Minister-party assertion sfp; minister dates 06/04/2015..05/10/2015,research/inherited/atlas__7010-261partidogabineteministerio.csv#L505,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-617,Minister-party assertion sfp; minister dates 06/04/2021..03/08/2021,research/inherited/atlas__7010-261partidogabineteministerio.csv#L617,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-623,Minister-party assertion sfp; minister dates 06/04/2021..31/03/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L623,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-621,Minister-party assertion sfp; minister dates 06/04/2021..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L621,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-626,Minister-party assertion sfp; minister dates 06/04/2021..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L626,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-634,Minister-party assertion sfp; minister dates 08/07/2020..29/03/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L634,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-633,Minister-party assertion sfp; minister dates 09/04/2019..18/06/2020,research/inherited/atlas__7010-261partidogabineteministerio.csv#L633,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-551,Minister-party assertion sfp; minister dates 09/12/2015..15/03/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L551,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-660,Minister-party assertion sfp; minister dates 09/12/2020..31/03/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L660,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-567,Minister-party assertion sfp; minister dates 10/04/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L567,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-572,Minister-party assertion sfp; minister dates 10/04/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L572,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-586,Minister-party assertion sfp; minister dates 10/04/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L586,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-597,Minister-party assertion sfp; minister dates 10/04/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L597,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-599,Minister-party assertion sfp; minister dates 10/04/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L599,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-575,Minister-party assertion sfp; minister dates 10/07/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L575,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-643,Minister-party assertion sfp; minister dates 11/05/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L643,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-670,Minister-party assertion sfp; minister dates 13/06/2019..30/03/2021,research/inherited/atlas__7010-261partidogabineteministerio.csv#L670,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
