person_id,person_name,merged_service_start,merged_service_end,search_terms,search_scope,search_date,evidence_ids,result,coverage_limit
person-40f3a2e695f4,Paulo Guedes,2019-01-01,2023-01-01,Paulo Guedes; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-24bdcc54c414,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-8fe557c5943b,Paulo Pimenta,2023-01-01,2025-01-14,Paulo Pimenta; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-260dc224b3b3;LEG-e020f6e27e56;OFF-038;OFF-039;OFF-040,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-cb50546f64cf,Luiz Navarro de Britto,2016-02-29,2016-05-12,Luiz Navarro de Britto; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-27767c7555e1,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-c505ea49abf6,Márcio França,2023-01-01,2026-03-20,Márcio França; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-2c6bb68fa80b;LEG-d183433abf9b,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-d18354f64c86,Joaquim Levy,2015-01-01,2015-12-18,Joaquim Levy; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-2df1ae3ab2c1,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-f98100adea6c,Fabiano Silveira,2016-05-12,2016-05-30,Fabiano Silveira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-2f2c95a35e85,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-a9747949f291,Mauro Vieira,2015-01-01,2026-03-20,Mauro Vieira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-2f545a0a2af9;LEG-88618295577b,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-c3f91d34e31b,Caio Vieira de Mello,2018-07-10,2019-01-01,Caio Luiz de Almeida Vieira de Mello | Caio Vieira de Mello; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-2fc1de1192dc,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-6f9b22d26357,Alexandre Padilha,2023-01-01,2026-03-20,Alexandre Padilha; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-36e8fd8df999;LEG-ae881085444e,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-57a1c7594de5,Gilberto Occhi,2015-01-01,2019-01-01,Gilberto Occhi; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-38ee851b91b5;LEG-3df9b9d5037a,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-493daa3b8149,Valdir Moysés Simão,2015-01-01,2016-05-12,Valdir Moysés Simão | Valdir Simão; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-3a0fd99272c8;LEG-8a829ddf0700,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-22683c1aec2c,Alexandre Tombini,2015-01-01,2016-06-09,Alexandre Tombini; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-3a3bd99ec9c2;OFF-019;OFF-020,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-5a4f56e80b67,Carlos Alberto Gomes de Brito,2022-03-31,2023-01-01,Carlos Alberto Gomes de Brito; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-3a3c01153d10,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-f0fb19bbf4c2,Fernando Haddad,2023-01-01,2026-03-20,Fernando Haddad; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-3b78d99c4156,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-0dd4119dea52,Waldez Góes,2023-01-01,2026-03-20,Waldez Góes; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-3d0e51476ed5,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-82d2816ba9d8,Ilan Goldfajn,2016-06-09,2019-02-28,Ilan Goldfajn; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-3ef836b8a40d;OFF-019;OFF-020,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-dfae93f2748f,Gustavo Rocha,2018-02-20,2019-01-01,Gustavo Rocha; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-422e9936450e,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-90757367fdcf,Patrus Ananias,2015-01-01,2016-05-12,Patrus Ananias; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-42ef15a41df1;LEG-9fb226a0f1d8,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-59b200bc0126,Leonardo Picciani,2016-05-12,2018-04-06,Leonardo Picciani; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-43b835cc62f8,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-c3a21dbca21c,Ricardo Cappelli,2023-04-19,2023-05-04,Ricardo Cappelli; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-45dae6129acc,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-cdcfeb36ce97,José Múcio,2023-01-01,2026-03-20,José Múcio | José Múcio Monteiro; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-49030b7594f1,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-f25df99d0fa9,Gustavo Feliciano,2025-12-23,2026-03-20,Gustavo Feliciano; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-4f3b9ee61eb5,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-aad1a5fad29f,Sérgio Sá Leitão,2017-07-25,2019-01-01,Sérgio Sá Leitão; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-5041fedb5f1c,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-ab37c3a157a5,Roberto Freire,2016-11-23,2017-05-22,Roberto Freire; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-5229971714f3,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-b3d44fb99031,Ricardo Leyser,2016-03-31,2016-05-12,Ricardo Leyser | Ricardo Leyser (interino); partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-548e8979a482,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-3501522a16bc,Romero Jucá,2016-05-12,2016-05-23,Romero Jucá; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-5584b8519f7d,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-957fc85102e7,José Serra,2016-05-12,2017-02-22,José Serra; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-576bc18c4ce8,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-defb4943178a,Rossieli Soares,2018-04-10,2019-01-01,Rossieli Soares; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-583e1fef9251,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-b4682cd5afd5,Alexandre de Moraes,2016-05-12,2017-02-22,Alexandre de Moraes; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-5cd7ab190ecc,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-a4d00cc5738e,Silvio Almeida,2023-01-01,2024-09-06,Silvio Almeida; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-5e67e9e2f44e,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-60f8b677bb39,Ana Moser,2023-01-01,2023-09-13,Ana Moser; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-6121a2ab7c3d,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-eeb5a64cf94d,Luiz Henrique Mandetta,2019-01-01,2020-04-16,Luiz Henrique Mandetta; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-61f568dd5701,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-47c2eec4ae3b,Thomas Traumann,2015-01-01,2015-03-25,Thomas Traumann; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-645dc7ca47f1,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-38f714851a92,Antonio Carlos Rodrigues,2015-01-01,2016-05-12,Antonio Carlos Rodrigues | Antônio Carlos Rodrigues; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-650019f21afb,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-d24bcf5e9d95,Luiz Marinho,2023-01-01,2026-03-20,Luiz Marinho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-6861963d73aa,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-74eb6ba4197c,Bento Albuquerque,2019-01-01,2022-05-11,Bento Albuquerque | Bento Costa Lima Leite; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-68fffc6a2b22,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-67b7120fa858,Jorge Oliveira,2019-06-21,2020-12-31,Jorge Oliveira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-6a03da16e908,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-840d333b3397,Rui Costa,2023-01-01,2026-03-20,Rui Costa; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-6a7f76111362,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-aa5f8262ea48,Luís Inácio Adams,2015-01-01,2016-03-03,Luís Inácio Adams; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-6acbef0c8e72,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-82f55f78ebd6,Mendonça Filho,2016-05-12,2018-04-06,Mendonça Filho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-6de03bbf7354,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-6fc90e9e6006,Paulo César Alvim,2022-03-31,2023-01-01,Paulo Alvim | Paulo César Alvim; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-6e56717fdb65,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-ca40dc0291e1,José Eduardo Cardozo,2015-01-01,2016-05-12,José Eduardo Cardozo; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-6eb6d5643016;LEG-8f31809fa406,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-dbf349570fa7,Roberto Mangabeira Unger,2015-02-05,2015-09-14,Roberto Mangabeira Unger; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-7076a873efe6,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-99dce727f50d,Paulo Sérgio Nogueira de Oliveira,2022-04-01,2023-01-01,Paulo Sérgio Nogueira | Paulo Sérgio Nogueira de Oliveira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-70db330a83a1,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-8ce936917da4,Sílvio Costa Filho,2023-09-13,2026-03-20,Sílvio Costa Filho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-71a45c6619da,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-0c933c9fd291,Gilberto Kassab,2015-01-01,2019-01-01,Gilberto Kassab; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-79221ce8a4c6;LEG-9c027191b36e,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-94039ea6c1ed,Marcelo Sampaio,2022-03-31,2023-01-01,Marcelo Sampaio | Marcelo Sampaio Cunha Filho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-7a6d44294d17,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-85a79785a4b2,Fábio Medina Osório,2016-05-12,2016-09-09,Fábio Medina Osório; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-7d94ee1b94f6,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-f531e7e77d22,Ricardo Barros,2016-05-12,2018-04-02,Ricardo Barros; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-7f67dc077f97,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-ead656f02bfe,Blairo Maggi,2016-05-12,2019-01-01,Blairo Maggi; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-80fb13f63f08,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-1a6fb01c17d6,Sérgio Etchegoyen,2016-05-12,2019-01-01,Sérgio Etchegoyen; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-8259181f231d,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-f54620dbe5c6,Alexandre Silveira,2023-01-01,2026-03-20,Alexandre Silveira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-83c787ba4f24,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-0fde3aa24a12,Sônia Guajajara,2023-01-01,2026-03-20,Sônia Guajajara; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-84371a57fbec,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-b70c083991e4,Márcia Lopes,2025-05-05,2026-03-20,Márcia Lopes; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-84e6fcc03e23,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-16ea0c2b585a,Vinicius Lages,2015-01-01,2015-04-16,Vinicius Lages | Vinicius Nobre Lages; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-858a83513dbd,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-c804f816babb,Izabella Teixeira,2015-01-01,2016-05-12,Izabella Teixeira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-85c2f5b66096,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-5936250a32d3,Gustavo Canuto,2019-01-01,2020-02-11,Gustavo Canuto; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-8693fc5ad84e,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-5fd0956c528c,Cid Gomes,2015-01-01,2015-03-19,Cid Gomes; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-8702e7355c32,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-1bf1b217be4a,Sergio Moro,2019-01-01,2020-04-24,Sergio Moro | Sérgio Moro; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-87ae07a227bd,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-c0ab45f1955b,Wellington Dias,2023-01-01,2026-03-20,Wellington Dias; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-880bd4a97d76,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-2386b1d96cb0,Simone Tebet,2023-01-01,2026-03-20,Simone Tebet; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-89a6204c7ce1,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-9fe6d70bf384,Edinho Silva,2015-03-31,2016-05-12,Edinho Silva; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-89bba1651520,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-a7e366e12926,Paulo Teixeira,2023-01-01,2026-03-20,Paulo Teixeira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-8c2a099615fd,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-e4833e3cf7cd,Renan Filho,2023-01-01,2026-03-20,Renan Filho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-8ccea40b6f1d,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
