appointment_id,source_record_id,government_id,ministry,ministry_raw,ministry_status_type,person,person_raw,party,party_at_date,party_codes,party_candidates,party_resolution_method,appointment_type,role_classification,start,end,actual_start,actual_end,source_actual_end,spell_evidence_url,spell_evidence_publication_date,confidence,needs_review,coalition_period_ids,source_url,source_section,notes,source_snippet
dilma_rousseff:1:11,dilma_rousseff:1:11,dilma_2,Presidente do Banco Central do Brasil,Presidente do Banco Central do Brasil,orgao_status_ministerial,Alexandre Tombini,Alexandre Tombini,—,,,,no_party_code,permanent,minister,2015-01-01,2016-05-11,2015-01-01,,,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Presidente do Banco Central do Brasil | Alexandre Tombini | — | 1º de janeiro de 2015 | —
dilma_rousseff:1:22,dilma_rousseff:1:22,dilma_2,Secretaria de Comunicação Social,Secretaria de Comunicação Social,orgao_status_ministerial,Edinho Silva,Edinho Silva,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-03-31,2016-05-11,2015-03-31,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria de Comunicação Social | Edinho Silva | PT | 31 de março de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:69,dilma_rousseff:1:69,dilma_2,Ministério da Saúde,Ministério da Saúde,ministerio,Marcelo Castro,Marcelo Castro,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2015-10-01,2016-05-11,2015-10-01,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Saúde | Marcelo Castro | MDB | 1 de outubro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:24,dilma_rousseff:1:24,dilma_2,Ministério das Comunicações,Ministério das Comunicações,ministerio,André Figueiredo,André Figueiredo,PDT,PDT,PDT,PDT,single_raw_party,permanent,minister,2015-10-02,2016-05-11,2015-10-02,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério das Comunicações | André Figueiredo | PDT | 2 de outubro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:30,dilma_rousseff:1:30,dilma_2,Ministério da Defesa,Ministério da Defesa,ministerio,Aldo Rebelo,Aldo Rebelo,PCdoB,PCdoB,PCdoB,PCdoB,single_raw_party,permanent,minister,2015-10-02,2016-05-11,2015-10-02,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Defesa | Aldo Rebelo | PCdoB | 2 de outubro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:38,dilma_rousseff:1:38,dilma_2,Secretaria de Direitos Humanos,Secretaria de Direitos Humanos,orgao_status_ministerial,Nilma Lino Gomes,Nilma Lino Gomes,—,,,,no_party_code,permanent,minister,2015-10-02,2016-05-11,2015-10-02,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria de Direitos Humanos | Nilma Lino Gomes | — | 2 de outubro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:42,dilma_rousseff:1:42,dilma_2,Ministério da Educação,Ministério da Educação,ministerio,Aloizio Mercadante,Aloizio Mercadante,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-10-02,2016-05-11,2015-10-02,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Educação | Aloizio Mercadante | PT | 2 de outubro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:71,dilma_rousseff:1:71,dilma_2,Secretaria-Geral da Presidência,Secretaria-Geral da Presidência,orgao_status_ministerial,Ricardo Berzoini,Ricardo Berzoini,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-10-02,2016-05-11,2015-10-02,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria-Geral da Presidência | Ricardo Berzoini | PT | 2 de outubro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:73,dilma_rousseff:1:73,dilma_2,Ministério do Trabalho e Emprego,Ministério do Trabalho e Emprego,ministerio,Miguel Rossetto,Miguel Rossetto,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-10-02,2016-05-11,2015-10-02,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Trabalho e Emprego | Miguel Rossetto | PT | 2 de outubro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:46,dilma_rousseff:1:46,dilma_2,Ministério da Fazenda,Ministério da Fazenda,ministerio,Nelson Barbosa,Nelson Barbosa,—,,,,no_party_code,permanent,minister,2015-12-18,2016-05-11,2015-12-18,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Fazenda | Nelson Barbosa | — | 18 de dezembro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:60,dilma_rousseff:1:60,dilma_2,"Ministério do Planejamento, Orçamento e Gestão","Ministério do Planejamento, Orçamento e Gestão",ministerio,Valdir Moysés Simão,Valdir Moysés Simão,—,,,,no_party_code,permanent,minister,2015-12-21,2016-05-11,2015-12-21,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Ministério do Planejamento, Orçamento e Gestão | Valdir Moysés Simão | — | 21 de dezembro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)"
dilma_rousseff:1:27,dilma_rousseff:1:27,dilma_2,Controladoria-Geral da União,Controladoria-Geral da União,orgao_status_ministerial,Luiz Navarro de Britto,Luiz Navarro de Britto,—,,,,no_party_code,permanent,minister,2016-02-29,2016-05-11,2016-02-29,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Controladoria-Geral da União | Luiz Navarro de Britto | — | 29 de fevereiro de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:2,dilma_rousseff:1:2,dilma_2,Advocacia-Geral da União,Advocacia-Geral da União,orgao_status_ministerial,José Eduardo Cardozo,José Eduardo Cardozo,PT,PT,PT,PT,single_raw_party,permanent,minister,2016-03-03,2016-05-11,2016-03-03,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Advocacia-Geral da União | José Eduardo Cardozo | PT | 3 de março de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:53,dilma_rousseff:1:53,dilma_2,Ministério da Justiça,Ministério da Justiça,ministerio,Eugênio Aragão,Eugênio Aragão,—,,,,no_party_code,permanent,minister,2016-03-14,2016-05-11,2016-03-14,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Justiça | Eugênio Aragão | — | 14 de março de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:15,dilma_rousseff:1:15,dilma_2,Casa Civil,Casa Civil,orgao_status_ministerial,Eva Chiavon,Eva Chiavon,PT,PT,PT,PT,single_raw_party,interim,interino,2016-03-22,2016-05-11,2016-03-22,2016-05-12,2016-05-12,,,medium,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Casa Civil | Eva Chiavon | PT | 22 de março de 2016 (interina) | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:44,dilma_rousseff:1:44,dilma_2,Ministério do Esporte,Ministério do Esporte,ministerio,Ricardo Leyser,Ricardo Leyser,PCdoB,PCdoB,PCdoB,PCdoB,single_raw_party,permanent,minister,2016-03-31,2016-05-11,2016-03-31,2016-05-12,2016-05-12,,,high,False,"2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Esporte | Ricardo Leyser | PCdoB | 31 de março de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:50,dilma_rousseff:1:50,dilma_2,Ministério da Integração Nacional,Ministério da Integração Nacional,ministerio,Josélio de Andrade Moura,Josélio de Andrade Moura,—,,,,no_party_code,interim,interino,2016-04-13,2016-05-11,2016-04-13,2016-05-12,2016-05-12,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Integração Nacional | Josélio de Andrade Moura | — | 13 de abril de 2016 (interino) | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:18,dilma_rousseff:1:18,dilma_2,"Ministério da Ciência, Tecnologia e Inovação","Ministério da Ciência, Tecnologia e Inovação",ministerio,Emília Maria Silva Ribeiro Curi,Emília Maria Silva Ribeiro Curi,—,,,,no_party_code,permanent,minister,2016-04-14,2016-05-11,2016-04-14,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Ministério da Ciência, Tecnologia e Inovação | Emília Maria Silva Ribeiro Curi | — | 14 de abril de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)"
dilma_rousseff:1:20,dilma_rousseff:1:20,dilma_2,Ministério das Cidades,Ministério das Cidades,ministerio,Inês da Silva Magalhães,Inês da Silva Magalhães,—,,,,no_party_code,permanent,minister,2016-04-15,2016-05-11,2016-04-15,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério das Cidades | Inês da Silva Magalhães | — | 15 de abril de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:10,dilma_rousseff:1:10,dilma_2,Secretaria de Aviação Civil,Secretaria de Aviação Civil,orgao_status_ministerial,Guilherme Walder Mora Ramalho,Guilherme Walder Mora Ramalho,—,,,,no_party_code,interim,interino,2016-04-18,2016-05-11,2016-04-18,2016-05-12,2016-05-12,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria de Aviação Civil | Guilherme Walder Mora Ramalho | — | 18 de abril de 2016 (interino) | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:33,dilma_rousseff:1:33,dilma_2,Ministério do Desenvolvimento Agrário,Ministério do Desenvolvimento Agrário,ministerio,Patrus Ananias,Patrus Ananias,PT,PT,PT,PT,single_raw_party,permanent,minister,2016-04-19,2016-05-11,2016-04-19,2016-05-12,2016-05-12,,,high,False,2016.3,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Desenvolvimento Agrário | Patrus Ananias | PT | 19 de abril de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:57,dilma_rousseff:1:57,dilma_2,Ministério de Minas e Energia,Ministério de Minas e Energia,ministerio,Marco Antônio Martins Almeida,Marco Antônio Martins Almeida,—,,,,no_party_code,permanent,minister,2016-04-20,2016-05-11,2016-04-20,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério de Minas e Energia | Marco Antônio Martins Almeida | — | 20 de abril de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:64,dilma_rousseff:1:64,dilma_2,Secretaria Nacional dos Portos,Secretaria Nacional dos Portos,orgao_status_ministerial,Maurício Muniz Barreto de Carvalho,Maurício Muniz Barreto de Carvalho,—,,,,no_party_code,permanent,minister,2016-04-20,2016-05-11,2016-04-20,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria Nacional dos Portos | Maurício Muniz Barreto de Carvalho | — | 20 de abril de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:78,dilma_rousseff:1:78,dilma_2,Ministério do Turismo,Ministério do Turismo,ministerio,Alessandro Teixeira,Alessandro Teixeira,PT,PT,PT,PT,single_raw_party,permanent,minister,2016-04-21,2016-05-11,2016-04-21,2016-05-12,2016-05-12,,,high,False,2016.3,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Turismo | Alessandro Teixeira | PT | 21 de abril de 2016 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
michel_temer:0:42,michel_temer:0:42,temer,"Planejamento, Orçamento e Gestão","Planejamento, Orçamento e Gestão",ministerio,Romero Jucá,Romero Jucá,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2016-05-12,2016-05-23,2016-05-12,2016-05-23,2016-05-23,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,"Planejamento, Orçamento e Gestão | Romero Jucá | MDB | 12 de maio de 2016 | 23 de maio de 2016"
michel_temer:0:16,michel_temer:0:16,temer,"Fiscalização, Transparência e Controladoria-Geral da União","Fiscalização, Transparência e Controladoria-Geral da União",ministerio,Fabiano Silveira,Fabiano Silveira,,,,,no_party_code,permanent,minister,2016-05-12,2016-05-30,2016-05-12,2016-05-30,2016-05-30,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,"Fiscalização, Transparência e Controladoria-Geral da União | Fabiano Silveira | - | 12 de maio de 2016 | 30 de maio de 2016"
michel_temer:0:17,michel_temer:0:17,temer,"Fiscalização, Transparência e Controladoria-Geral da União","Fiscalização, Transparência e Controladoria-Geral da União",ministerio,Carlos Higino Ribeiro de Alencar,Carlos Higino Ribeiro de Alencar (interino),,,,,no_party_code,interim,interino,2016-05-30,2016-06-01,2016-05-30,2016-06-01,2016-06-01,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,"Fiscalização, Transparência e Controladoria-Geral da União | Carlos Higino Ribeiro de Alencar (interino) | - | 30 de maio de 2016 | 1º de junho de 2016"
michel_temer:0:63,michel_temer:0:63,temer,Turismo,Turismo,ministerio,Henrique Eduardo Alves,Henrique Eduardo Alves,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2016-05-12,2016-06-16,2016-05-12,2016-06-16,2016-06-16,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Turismo | Henrique Eduardo Alves | MDB | 12 de maio de 2016 | 16 de junho de 2016
michel_temer:0:1,michel_temer:0:1,temer,Advocacia-Geral da União,Advocacia-Geral da União,orgao_status_ministerial,Fábio Medina Osório,Fábio Medina Osório,,,,,no_party_code,permanent,minister,2016-05-12,2016-09-09,2016-05-12,2016-09-09,2016-09-09,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Advocacia-Geral da União | Fábio Medina Osório | - | 12 de maio de 2016 | 9 de setembro de 2016
michel_temer:0:64,michel_temer:0:64,temer,Turismo,Turismo,ministerio,Alberto Alves,Alberto Alves (Interino),,,,,no_party_code,interim,interino,2016-06-17,2016-10-05,2016-06-17,2016-10-05,2016-10-05,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Turismo | Alberto Alves (Interino) | - | 17 de junho de 2016 | 5 de outubro de 2016
michel_temer:0:10,michel_temer:0:10,temer,Cultura,Cultura,ministerio,Marcelo Calero,Marcelo Calero,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2016-05-24,2016-11-18,2016-05-24,2016-11-18,2016-11-18,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Cultura | Marcelo Calero | MDB | 24 de maio de 2016 | 18 de novembro de 2016
michel_temer:0:34,michel_temer:0:34,temer,Justiça,Justiça,ministerio,Alexandre de Moraes,Alexandre de Moraes (nomeado para o STF ),PSDB,PSDB,PSDB,PSDB,single_raw_party,permanent,minister,2016-05-12,2017-02-22,2016-05-12,2017-02-22,2017-02-22,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Justiça | Alexandre de Moraes (nomeado para o STF ) | PSDB | 12 de maio de 2016 | 22 de fevereiro de 2017
michel_temer:0:45,michel_temer:0:45,temer,Relações Exteriores,Relações Exteriores,ministerio,José Serra,José Serra,PSDB,PSDB,PSDB,PSDB,single_raw_party,permanent,minister,2016-05-12,2017-02-22,2016-05-12,2017-02-22,2017-02-22,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Relações Exteriores | José Serra | PSDB | 12 de maio de 2016 | 22 de fevereiro de 2017
michel_temer:0:35,michel_temer:0:35,temer,Justiça,Justiça,ministerio,José Levi,José Levi (Interino),,,,,no_party_code,interim,interino,2017-02-07,2017-03-07,2017-02-07,2017-03-07,2017-03-07,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Justiça | José Levi (Interino) | - | 7 de fevereiro de 2017 | 7 de março de 2017
michel_temer:0:46,michel_temer:0:46,temer,Relações Exteriores,Relações Exteriores,ministerio,Marcos Galvão,Marcos Galvão (Interino),,,,,no_party_code,interim,interino,2017-02-22,2017-03-07,2017-02-22,2017-03-07,2017-03-07,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Relações Exteriores | Marcos Galvão (Interino) | - | 22 de fevereiro de 2017 | 7 de março de 2017
michel_temer:0:11,michel_temer:0:11,temer,Cultura,Cultura,ministerio,Roberto Freire,Roberto Freire,PPS,PPS,PPS,PPS,single_raw_party,permanent,minister,2016-11-23,2017-05-22,2016-11-23,2017-05-22,2017-05-22,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Cultura | Roberto Freire | PPS | 23 de novembro de 2016 | 22 de maio de 2017
michel_temer:0:18,michel_temer:0:18,temer,"Fiscalização, Transparência e Controladoria-Geral da União","Fiscalização, Transparência e Controladoria-Geral da União",ministerio,Torquato Jardim,Torquato Jardim,,,,,no_party_code,permanent,minister,2016-06-02,2017-05-31,2016-06-02,2017-05-31,2017-05-31,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,"Fiscalização, Transparência e Controladoria-Geral da União | Torquato Jardim | - | 2 de junho de 2016 | 31 de maio de 2017"
michel_temer:0:36,michel_temer:0:36,temer,Justiça,Justiça,ministerio,Osmar Serraglio,Osmar Serraglio,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2017-03-07,2017-05-31,2017-03-07,2017-05-31,2017-05-31,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Justiça | Osmar Serraglio | MDB | 7 de março de 2017 | 31 de maio de 2017
michel_temer:0:12,michel_temer:0:12,temer,Cultura,Cultura,ministerio,João Batista de Andrade,João Batista de Andrade,PPS,PPS,PPS,PPS,single_raw_party,permanent,minister,2017-05-22,2017-06-16,2017-05-22,2017-06-16,2017-06-16,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Cultura | João Batista de Andrade | PPS | 22 de maio de 2017 | 16 de junho de 2017
michel_temer:0:6,michel_temer:0:6,temer,Cidades,Cidades,ministerio,Bruno Araújo,Bruno Araújo,PSDB,PSDB,PSDB,PSDB,single_raw_party,permanent,minister,2016-05-12,2017-11-13,2016-05-12,2017-11-13,2017-11-13,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Cidades | Bruno Araújo | PSDB | 12 de maio de 2016 | 13 de novembro de 2017
michel_temer:0:7,michel_temer:0:7,temer,Cidades,Cidades,ministerio,Marco Aurélio de Queiroz Campos,Marco Aurélio de Queiroz Campos (Interino),,,,,no_party_code,interim,interino,2017-11-13,2017-11-22,2017-11-13,2017-11-22,2017-11-22,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Cidades | Marco Aurélio de Queiroz Campos (Interino) | - | 13 de novembro de 2017 | 22 de novembro de 2017
michel_temer:0:57,michel_temer:0:57,temer,Trabalho,Trabalho,ministerio,Ronaldo Nogueira,Ronaldo Nogueira,PTB,PTB,PTB,PTB,single_raw_party,permanent,minister,2016-05-12,2017-12-27,2016-05-12,2017-12-27,2017-12-27,,,high,False,2016.4,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Trabalho | Ronaldo Nogueira | PTB | 12 de maio de 2016 | 27 de dezembro de 2017
michel_temer:0:14,michel_temer:0:14,temer,Direitos Humanos,Direitos Humanos (Ministério criado em fevereiro 2017),ministerio,Luislinda Valois,Luislinda Valois,PSDB,PSDB,PSDB,PSDB,single_raw_party,permanent,minister,2017-02-03,2018-02-19,2017-02-03,2018-02-19,2018-02-19,,,high,False,"2016.4,2017.1",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Direitos Humanos (Ministério criado em fevereiro 2017) | Luislinda Valois | PSDB | 3 de fevereiro de 2017 | 19 de fevereiro de 2018
michel_temer:0:22,michel_temer:0:22,temer,Defesa,Defesa,ministerio,Raul Jungmann,Raul Jungmann,PPS,PPS,PPS,PPS,single_raw_party,permanent,minister,2016-05-12,2018-02-27,2016-05-12,2018-02-27,2018-02-27,,,high,False,"2016.4,2017.1",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Defesa | Raul Jungmann | PPS | 12 de maio de 2016 | 27 de fevereiro de 2018
michel_temer:0:48,michel_temer:0:48,temer,Saúde,Saúde,ministerio,Ricardo Barros,Ricardo Barros,PP,PP,PP,PP,single_raw_party,permanent,minister,2016-05-12,2018-04-02,2016-05-12,2018-04-02,2018-04-02,,,high,False,"2016.4,2017.1",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Saúde | Ricardo Barros | PP | 12 de maio de 2016 | 2 de abril de 2018
michel_temer:0:61,michel_temer:0:61,temer,"Transportes, Portos e Aviação Civil","Transportes, Portos e Aviação Civil",ministerio,Maurício Quintella Lessa,Maurício Quintella Lessa,PR,,,,no_party_code,permanent,minister,2016-05-12,2018-04-02,2016-05-12,2018-04-02,2018-04-02,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,"Transportes, Portos e Aviação Civil | Maurício Quintella Lessa | PR | 12 de maio de 2016 | 2 de abril de 2018"
michel_temer:0:20,michel_temer:0:20,temer,Educação,Educação,ministerio,Mendonça Filho,Mendonça Filho,DEM,DEM,DEM,DEM,single_raw_party,permanent,minister,2016-05-12,2018-04-06,2016-05-12,2018-04-06,2018-04-06,,,high,False,"2016.4,2017.1",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Educação | Mendonça Filho | DEM | 12 de maio de 2016 | 6 de abril de 2018
michel_temer:0:24,michel_temer:0:24,temer,Desenvolvimento Social e Agrário,Desenvolvimento Social e Agrário,ministerio,Osmar Terra,Osmar Terra,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2016-05-12,2018-04-06,2016-05-12,2018-04-06,2018-04-06,,,high,False,"2016.4,2017.1",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Michel_Temer,Lista de membros do gabinete de Michel Temer,,Desenvolvimento Social e Agrário | Osmar Terra | MDB | 12 de maio de 2016 | 6 de abril de 2018
