affiliation_id,person_id,start_inclusive,end_exclusive,state,party_id,support,date_status,date_earliest,date_latest,alternatives,evidence_ids,decision_ids
affiliation-C054-welington-coimbra-2020-02-14,person-welington-coimbra,2020-02-14,2020-02-18,PARTY,MDB,explicit_contemporaneous_membership_and_party_leadership,dated_observation_continuity,,,[],C054,C054
affiliation-C056-renato-de-lima-franca-2020-04-28,person-renato-de-lima-franca,2020-04-28,2020-04-29,UNKNOWN,,Substantive searches did not establish temporally relevant personal affiliation; employer and nomination are not personal affiliation,unresolved_personal_affiliation,,,[],C056;V5W3E002,C056;V5W3D002
affiliation-C057-marcos-paulo-cardoso-coelho-da-silva-2020-02-14,person-marcos-paulo-cardoso-coelho-da-silva,2020-02-14,2020-02-18,UNKNOWN,,Substantive searches did not establish temporally relevant personal affiliation; employer and nomination are not personal affiliation,unresolved_personal_affiliation,,,[],C057;V5W3E003,C057;V5W3D003
affiliation-C058-sergio-jose-pereira-2021-03-30,person-sergio-jose-pereira,2021-03-30,2021-04-01,UNKNOWN,,"Substantive searches did not establish temporally relevant personal affiliation; employer and nomination are not personal affiliation; V5 original-source follow-up: CMB committee minute 57 of 2021-04-16 (visually inspected) identifies Sérgio José Pereira and the underlying SEI note 13261/2021/ME. Its favorable fiscal-council eligibility assessment covers professional experience, education and statutory impediments; it contains no explicit personal party declaration. Minute 69 is about successor Thiago Meirelles and cannot be attributed to Sérgio. No new evidence bounds his personal affiliation on March30–31.",unresolved_personal_affiliation,,,[],C058;V5W4E001,C058;V5W4D001
affiliation-C059-jonathas-2021,person-jonathas-assuncao-salvador-nery-de-castro,2021-03-30,2021-03-31,UNKNOWN,,"Substantive searches did not establish temporally relevant personal affiliation; employer and nomination are not personal affiliation; V5 new pre-service personnel channel: public mirror of Terracap eligibility minute dated2019-10-16 names Jonathas and case00111-00010585/2019-82, declaration and unspecified negative certificates including TSE. Neither the certificate type nor an explicit affiliation statement is reproduced. Header says19th meeting while footer says17th; original Terracap archive returns403. This is a source-discovery/limitation record, not a verified original or proof of nonaffiliation. W5 independently reviewed the 2022 Petrobras issuer filing; independence/PEP declarations likewise do not establish the March2021 personal party state.",unresolved_personal_affiliation,,,[],C036;C059;V5W4E003,C036;C059;V5W4D003
affiliation-C060-luiz-pontel-de-souza-2020-04-24,person-luiz-pontel-de-souza,2020-04-24,2020-04-29,UNKNOWN,,Substantive searches did not establish temporally relevant personal affiliation; employer and nomination are not personal affiliation,unresolved_personal_affiliation,,,[],C060;V5W3E001,C060;V5W3D001
affiliation-C062-joao-gabbardo-dos-reis-2020-04-16,person-joao-gabbardo-dos-reis,2020-04-16,2020-04-17,PARTY,MDB,adjudicated_dated_historical_compilation_and_forward_continuity,adjudicated_continuity,,,[],C062;C066,C062;C066
affiliation-C063-otavio-brandelli-2021-03-30,person-otavio-brandelli,2021-03-30,2021-03-31,UNKNOWN,,"Substantive searches did not establish temporally relevant personal affiliation; employer and nomination are not personal affiliation; V5 original-source follow-up: original Senate MSF14/2021 dossier (MRE CV, dm8953346) and committee report dm8986660 establish identity/career, including birthplace Garibaldi/RS; neither states personal affiliation. New scoped Garibaldi public TSE scan:39 party queries,3030 rows,all successful,no exact target. Birthplace does not establish electoral domicile and current municipal regular-record absence is not historical nonaffiliation. The service-sensitivity outgoing state stays UNKNOWN.",unresolved_personal_affiliation,,,[],C063;C072;V5W4E002,C063;C072;V5W4D002
affiliation-C074-carlos-henrique-sobral-2023,person-carlos-henrique-menezes-sobral,2023-01-25,2026-03-20,PARTY,MDB,Qualified contemporary personal party-cadre label; adjudicated primary membership with unaffiliated alternative and forward continuity,adjudicated_journalistic_membership_label_continuity,,,"[""MDB"",""UNAFFILIATED""]",C074,C074
affiliation-C075-ana-psdb,person-ana-carla-machado-lopes,2015-01-01,2026-03-20,PARTY,PSDB,"Historical dated affiliation row, contextual identity adjudication and forward continuity; not a current certificate; retained after scoped official historical SGIP review, whose officer-only non-match is not affiliation evidence",historical_entry_and_adjudicated_continuity,2013-10-02,2013-10-02,[],C073;C075;V5W7E005,C073;C075;V5W7D003
affiliation-a111766803f9,person-af97e0cae87f,2021-07-28,2023-01-01,PARTY,PP,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C010;LEG-d1a5739ab53a,C010;PERSON-CONTINUITY-REVIEW
affiliation-a198796370f1,person-0fde3aa24a12,2023-01-01,2026-03-20,PARTY,PSOL,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-84371a57fbec,PERSON-CONTINUITY-REVIEW
affiliation-a1fc5f64d306,person-f25df99d0fa9,2025-12-23,2026-03-20,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-4f3b9ee61eb5,PERSON-CONTINUITY-REVIEW;R28
affiliation-a2d9361f450f,person-8dc226f411d7,2015-01-01,2015-04-16,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-d13b06a2d6ea,PERSON-CONTINUITY-REVIEW
affiliation-a31752d0ffc0,person-fd6d27c2b524,2019-11-12,2022-02-08,PARTY,PSL,dated assertion plus targeted-search continuity,evidence_supported,,,[],AFF-012;AFF-044;BOL-E10;BOL-E22,PERSON-CONTINUITY-REVIEW;R14
affiliation-a4eb3d8313a7,person-6e762df38945,2015-01-01,2016-03-17,PARTY,PTB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-ba4b75fca9f5,PERSON-CONTINUITY-REVIEW
affiliation-a58a4f54722e,person-82c36630e42f,2020-06-20,2020-07-16,UNAFFILIATED,,explicit_historical_secondary_statement,historical_tenure_assertion,,,[],C025,C025;PERSON-CONTINUITY-REVIEW
affiliation-a5a55f674fc5,person-99dce727f50d,2022-04-01,2023-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-70db330a83a1,PERSON-CONTINUITY-REVIEW
affiliation-a69642f0ced0,person-69c3d0fe4619,2016-05-12,2018-04-06,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-d4d6ed48816a,PERSON-CONTINUITY-REVIEW
affiliation-a804f5ab2b02,person-0d44fe4521b9,2022-03-27,2022-03-31,PARTY,PL,dated assertion plus targeted-search continuity,evidence_supported,,,[],AFF-012;BOL-E22,PERSON-CONTINUITY-REVIEW;R23
affiliation-a81911cad39b,person-aafdc596ffb6,2015-04-06,2015-10-05,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;LEG-5819c21b71da,C024;PERSON-CONTINUITY-REVIEW
affiliation-a99569d65145,person-ccda4e28f3dd,2019-11-12,2020-12-09,PARTY,PSL,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-659,PERSON-CONTINUITY-REVIEW
affiliation-aa6f615987f5,person-a74198f91d7f,2018-11-05,2019-01-01,PARTY,DEM,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],OFF-031;OFF-032,PERSON-CONTINUITY-REVIEW;R30
affiliation-ab7ee6860192,person-622e9e6e1cc2,2025-01-14,2026-03-20,UNAFFILIATED,,contemporaneous report of direct possession assertion plus targeted-search continuity,evidence_supported,,,[],BOL-L01,LUL-B01;PERSON-CONTINUITY-REVIEW
affiliation-abad9262886b,person-1a9f69c72058,2019-02-19,2019-06-21,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-665;C043,C043;PERSON-CONTINUITY-REVIEW
affiliation-abe479fc17e2,person-c65a317c70db,2022-02-08,2022-03-04,PARTY,UNIAO,dated assertion plus targeted-search continuity,bounded_date_convention,2022-03-01,2022-03-04,"[""UNIAO"", ""PP""]",AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16,BOL-A01;PERSON-CONTINUITY-REVIEW
affiliation-ad763f0b7d2f,person-b4682cd5afd5,2016-05-12,2017-02-22,PARTY,PSDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-5cd7ab190ecc,PERSON-CONTINUITY-REVIEW
affiliation-ae3aebc4df36,person-d2dadf632731,2020-05-07,2021-06-23,UNAFFILIATED,,dated assertion plus targeted-search continuity,adjudicated_formal_status,,,[],AFF-020;AFF-021;AFF-023;AFF-054;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E23,PERSON-CONTINUITY-REVIEW;R15
affiliation-aef121686045,person-c855c86b4f06,2018-04-10,2018-05-28,UNAFFILIATED,,adjudicated_historical_source_notation,historical_tenure_assertion,,,[],C026,C026;PERSON-CONTINUITY-REVIEW
affiliation-af7014b3ba2c,person-6f575955e5ae,2020-05-15,2021-03-23,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C042;LEG-80228da93ab9,C042;PERSON-CONTINUITY-REVIEW
affiliation-af83eeeb3849,person-0fbaba5c8624,2019-06-13,2021-04-06,UNAFFILIATED,,explicit2019 no-party observation plus forward continuity across offices,adjudicated_continuity,,,[],LEG-ce9aa704d046,BOL-A02;PERSON-CONTINUITY-REVIEW
affiliation-af9da88352fc,person-c804f816babb,2015-01-01,2016-05-12,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-85c2f5b66096,PERSON-CONTINUITY-REVIEW
affiliation-b0b11d18926e,person-084754daf6e9,2023-01-01,2026-03-20,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-eedd92e5054e,PERSON-CONTINUITY-REVIEW
affiliation-b15099e16f67,person-e1c3de3fc615,2015-12-21,2016-05-30,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-f1564ca79a01,PERSON-CONTINUITY-REVIEW
affiliation-b1f308a55e7b,person-038c1ba175f1,2025-05-02,2026-03-20,PARTY,PDT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-a42afb06472c,PERSON-CONTINUITY-REVIEW
affiliation-b2eb8d8beb97,person-87ad75f8d2f9,2019-01-01,2020-09-19,PARTY,PP,contemporary_positive_and_completed_departure_observations_with_narrowed_date_bounds,bounded_date_convention,2020-09-04,2020-09-19,"[""PP"", ""UNAFFILIATED""]",AFF-013;AFF-014;AFF-015;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E18;V5W6E03;V5W6E07;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;R17;V5W6D02
affiliation-b460623960a1,person-0429cfdf16f2,2019-01-01,2023-01-01,UNAFFILIATED,,dated assertion plus targeted-search continuity,adjudicated_conflict_resolution,,,[],AFF-010;AFF-011;LEG-ba6b7e4f1910;BOL-E09;BOL-E10;BOL-E11,PERSON-CONTINUITY-REVIEW;R20
affiliation-b4a5bfd222ea,person-d24bcf5e9d95,2023-01-01,2026-03-20,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-6861963d73aa,PERSON-CONTINUITY-REVIEW
affiliation-b4a761965dd6,person-7c277f7f61b2,2017-05-22,2017-07-25,PARTY,CIDADANIA,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C008;LEG-7139e1851d7d,C008;PERSON-CONTINUITY-REVIEW
affiliation-b5e73dd9d2f3,person-74c3b4df9e1a,2016-04-14,2016-04-19,PARTY,PT,reviewed_historical_observation_and_continuity,adjudicated_continuity,,,"[""PT"",""UNAFFILIATED""]",C005,C005;PERSON-CONTINUITY-REVIEW
affiliation-b6d91490f7a6,person-aa5f8262ea48,2015-01-01,2016-03-03,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-6acbef0c8e72,PERSON-CONTINUITY-REVIEW
affiliation-b70bb8b61f90,person-96c220ae0629,2025-12-08,2025-12-23,UNAFFILIATED,,evidence_supported_continuity,supported_date,,,[],AFF-036,PERSON-CONTINUITY-REVIEW;R27
affiliation-b82239160ecd,person-d7245619b521,2023-01-01,2023-04-19,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-acfd621740b2,PERSON-CONTINUITY-REVIEW
affiliation-b83c74e2afd9,person-22683c1aec2c,2016-05-12,2016-06-09,UNAFFILIATED,,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],OFF-019;OFF-020,PERSON-CONTINUITY-REVIEW
affiliation-ba139ab01c35,person-ebaf14a16f4d,2021-03-31,2023-01-01,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-626;C072,C072;PERSON-CONTINUITY-REVIEW
affiliation-ba8fa98c1324,person-ab37c3a157a5,2016-11-23,2017-05-22,PARTY,CIDADANIA,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-5229971714f3,PERSON-CONTINUITY-REVIEW
affiliation-bbe72215419d,person-df9f2930b81a,2015-12-18,2015-12-21,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-e5f7ea3a676b,PERSON-CONTINUITY-REVIEW
affiliation-bd9937883986,person-d8e018a87929,2017-05-22,2018-02-27,PARTY,CIDADANIA,evidence_supported_continuity,supported_date,,,[],AFF-004,PERSON-CONTINUITY-REVIEW;R11
affiliation-be8140a43093,person-aea12d3cd8f6,2024-04-02,2026-03-20,PARTY,PT,evidence_supported_continuity,supported_date,,,[],AFF-033,PERSON-CONTINUITY-REVIEW
affiliation-be83e8a3c0f8,person-e76ae1eaa3cb,2019-04-08,2019-04-09,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-d9b4064c62f2,PERSON-CONTINUITY-REVIEW
affiliation-bf2c58ba8453,person-e3b49350bd7a,2016-04-14,2016-05-12,UNAFFILIATED,,adjudicated_explicit_historical_compilation,adjudicated_continuity,,,[],C017,C017;PERSON-CONTINUITY-REVIEW
affiliation-c0420f5557c9,person-aad1a5fad29f,2017-07-25,2019-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-5041fedb5f1c,PERSON-CONTINUITY-REVIEW
affiliation-c0eb8bb3e167,person-0d44fe4521b9,2021-02-12,2022-03-27,PARTY,REPUBLICANOS,dated assertion plus targeted-search continuity,evidence_supported,,,[],AFF-012;BOL-E22,PERSON-CONTINUITY-REVIEW;R23
affiliation-c1d3c17bc72b,person-b3c07bf64b96,2019-01-01,2019-02-18,PARTY,PSL,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-0d5fe63fcadb,PERSON-CONTINUITY-REVIEW
affiliation-c1f76f80514c,person-c65a317c70db,2022-03-04,2022-03-31,PARTY,PP,dated assertion plus targeted-search continuity,bounded_date_convention,2022-03-01,2022-03-04,"[""UNIAO"", ""PP""]",AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16,BOL-A01;PERSON-CONTINUITY-REVIEW
affiliation-c2505d9199a7,person-c0ea546db6a5,2020-06-17,2022-03-24,PARTY,PSD,dated assertion plus targeted-search continuity,evidence_supported,,,[],AFF-026,PERSON-CONTINUITY-REVIEW;R21
affiliation-c262ae753db5,person-b983e95c8716,2024-09-11,2024-09-27,PARTY,PT,evidence_supported_continuity,supported_date,,,[],NEW-MACAE,PERSON-CONTINUITY-REVIEW
affiliation-c26dca6ad1e7,person-0dd4119dea52,2023-01-01,2026-03-20,PARTY,PDT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-3d0e51476ed5,PERSON-CONTINUITY-REVIEW;R28
affiliation-c28f7caff6cf,person-defb4943178a,2018-04-10,2019-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-583e1fef9251,PERSON-CONTINUITY-REVIEW
affiliation-c3648fda53b0,person-1524cb7ccc12,2015-01-01,2015-10-05,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;LEG-3274ba9a4075,C024;PERSON-CONTINUITY-REVIEW
affiliation-c393ce25bc55,person-4dbf0bdfa625,2018-04-10,2019-01-01,PARTY,MDB,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-583,PERSON-CONTINUITY-REVIEW
affiliation-c4982e18b6ca,person-cb50546f64cf,2016-02-29,2016-05-12,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-27767c7555e1,PERSON-CONTINUITY-REVIEW
affiliation-c647d64230b6,person-82d2816ba9d8,2019-01-01,2019-02-28,UNAFFILIATED,,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],OFF-019;OFF-020,PERSON-CONTINUITY-REVIEW
affiliation-c67117c71f67,person-2f002dc5bdc9,2016-05-12,2019-01-01,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-f764ca51f313,PERSON-CONTINUITY-REVIEW
affiliation-c6da526a7bf3,person-38f714851a92,2015-01-01,2016-05-12,PARTY,PL,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-650019f21afb,PERSON-CONTINUITY-REVIEW
affiliation-c73c38b305e8,person-94039ea6c1ed,2022-03-31,2023-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-7a6d44294d17,PERSON-CONTINUITY-REVIEW
affiliation-c74569f0a445,person-9e9d2c2a173e,2015-10-05,2016-03-17,PARTY,PT,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-490,PERSON-CONTINUITY-REVIEW
affiliation-c7723c64ec1a,person-9df96d30297f,2018-04-10,2019-01-01,PARTY,MDB,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-588,PERSON-CONTINUITY-REVIEW
affiliation-c7bd6a5e7b1c,person-5a4f56e80b67,2022-03-31,2023-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-3a3c01153d10,PERSON-CONTINUITY-REVIEW
affiliation-c7e01caf6c57,person-958d8b84b828,2017-12-15,2018-12-31,PARTY,MDB,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],C034;OFF-003;OFF-012;OFF-013,C034;PERSON-CONTINUITY-REVIEW
affiliation-c7e9e8691f3f,person-4a5b603c4e67,2023-01-01,2025-04-09,PARTY,UNIAO,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-b5c3c93f0a0d,PERSON-CONTINUITY-REVIEW
affiliation-c85401b074ed,person-95ad6fa20856,2019-01-01,2020-02-14,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-0b81a0214570,PERSON-CONTINUITY-REVIEW
affiliation-c877e5cc140e,person-3b1d01f95a61,2015-10-05,2016-05-12,PARTY,PT,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-508,PERSON-CONTINUITY-REVIEW
affiliation-c97971ff1dd1,person-d8e018a87929,2018-03-21,2019-01-01,UNAFFILIATED,,evidence_supported_continuity,supported_date,,,[],AFF-004,PERSON-CONTINUITY-REVIEW;R11
affiliation-c97f93e89378,person-37d1541c30a3,2019-01-01,2021-03-30,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C049;LEG-4e7ce6988315,C049;PERSON-CONTINUITY-REVIEW
affiliation-c9cbe3bd838f,person-620c3584df9c,2023-01-01,2026-03-20,PARTY,PCdoB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-a79dfb4e75e8,PERSON-CONTINUITY-REVIEW
affiliation-ca73fe9a4d65,person-e76ae1eaa3cb,2019-04-09,2020-06-20,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-633,PERSON-CONTINUITY-REVIEW
affiliation-caf2c75c07e1,person-d35d6f9df7cc,2018-01-01,2018-07-05,PARTY,PTB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-03cf04d9b8ec,PERSON-CONTINUITY-REVIEW;R06
affiliation-caf93607eaeb,person-96c220ae0629,2023-08-03,2025-12-08,PARTY,UNIAO,evidence_supported_continuity,supported_date,,,[],AFF-034;AFF-035;AFF-036,PERSON-CONTINUITY-REVIEW;R27
affiliation-cb013c0a4cd2,person-feda1e43da79,2024-05-15,2024-09-12,UNAFFILIATED,,adjudicated_explicit_retrospective_historical_service_row,supported_date,,,[],PINNED-PORTELA,PERSON-CONTINUITY-REVIEW
affiliation-cb4f91ba02c2,person-2386b1d96cb0,2023-01-01,2026-03-20,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-89a6204c7ce1,PERSON-CONTINUITY-REVIEW
affiliation-cb70210091eb,person-a4e239dfc327,2015-01-01,2015-04-10,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-7fd64bd02e06,PERSON-CONTINUITY-REVIEW
affiliation-cbf6a26ba015,person-b8dfe242ff4d,2022-03-31,2023-01-01,PARTY,PSD,dated assertion plus targeted-search continuity,evidence_supported,,,[],LEG-342db9e7f38f;BOL-E17;BOL-E21,PERSON-CONTINUITY-REVIEW;R25
affiliation-cc9dac3fc072,person-9d960627aeac,2016-03-17,2016-05-12,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-495,PERSON-CONTINUITY-REVIEW
affiliation-cdaef6c4fd6d,person-c3f91d34e31b,2018-07-10,2019-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-2fc1de1192dc,PERSON-CONTINUITY-REVIEW
affiliation-cfaa63900d22,person-a7e366e12926,2023-01-01,2026-03-20,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-8c2a099615fd,PERSON-CONTINUITY-REVIEW
affiliation-d0f4c906643d,person-052252ad8b69,2015-01-01,2015-10-05,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;C032;LEG-85841e849f8e;LEG-d255b4dea116,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-d578fe137ca4,person-3d3adfcdf05f,2015-10-05,2016-03-31,PARTY,MDB,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-510,PERSON-CONTINUITY-REVIEW
affiliation-d5b00c2a9cef,person-69c3d0fe4619,2015-01-01,2015-10-05,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;C032;LEG-1591c82663db;LEG-ed798dddc06b,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-d6416c0874e3,person-29d7f5939122,2023-01-01,2025-05-02,PARTY,PDT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-f9f4e4420917,PERSON-CONTINUITY-REVIEW
affiliation-d7b373e5a258,person-03674b52507a,2023-01-01,2026-03-20,PARTY,PSD,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-90750f1c9b17,PERSON-CONTINUITY-REVIEW
affiliation-d8954b97c63c,person-884dd07ee0fc,2016-03-16,2016-05-12,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C031;C055;LEG-f7165c075478,C031;C055;PERSON-CONTINUITY-REVIEW
affiliation-da12fa7641e8,person-493daa3b8149,2015-12-21,2016-05-12,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-3a0fd99272c8,PERSON-CONTINUITY-REVIEW
affiliation-de4060699ce6,person-957fc85102e7,2016-05-12,2017-02-22,PARTY,PSDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-576bc18c4ce8,PERSON-CONTINUITY-REVIEW
affiliation-df5b36b41551,person-679284c8b6a4,2023-01-01,2025-05-05,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-08b47ecd20aa,PERSON-CONTINUITY-REVIEW
affiliation-e01d874b01f1,person-7e402352458c,2023-01-01,2023-07-14,PARTY,UNIAO,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-caa1bb9ce390,PERSON-CONTINUITY-REVIEW
affiliation-e029d75a963e,person-358ab99f9eea,2023-01-01,2026-03-20,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-b2f5b4a75ce6,PERSON-CONTINUITY-REVIEW
affiliation-e041b979063e,person-67b7120fa858,2019-06-21,2020-12-31,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-6a03da16e908,PERSON-CONTINUITY-REVIEW
affiliation-e0a60b031086,person-d1c3d895582d,2015-01-01,2015-10-05,PARTY,PCdoB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;LEG-9551d742d972,C024;PERSON-CONTINUITY-REVIEW
affiliation-e145e8652a0f,person-326c14e875d3,2020-04-28,2021-08-06,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-620,PERSON-CONTINUITY-REVIEW
affiliation-e21f6f6e3198,person-3978546739e7,2015-01-01,2015-10-05,PARTY,PDT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;LEG-8912d93c02b7,C024;PERSON-CONTINUITY-REVIEW
affiliation-e22f954d36b0,person-a74198f91d7f,2021-07-28,2022-03-31,PARTY,DEM,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],OFF-023;OFF-024;ATLAS-636,PERSON-CONTINUITY-REVIEW;R30
affiliation-e330badabc4e,person-03c9d5b23d79,2020-12-31,2021-02-12,UNAFFILIATED,,adjudicated_historical_source_notation,historical_tenure_assertion,,,[],C026,C026;PERSON-CONTINUITY-REVIEW
affiliation-e38dd461bf29,person-59b200bc0126,2016-05-12,2018-04-06,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-43b835cc62f8,PERSON-CONTINUITY-REVIEW
affiliation-e4422f7ef01f,person-06d7d8eceb28,2015-01-01,2016-05-12,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-af4dca441a45,PERSON-CONTINUITY-REVIEW
