period,start_date,end_date,start_inclusive,end_exclusive,minister,office,person_id,canonical_party_at_date,affiliation_state,composition_status,service_id,affiliation_id,witness_id,evidence_ids,decision_ids,notes,data_version,release_metadata_sha256
bolsonaro-2020-06-18,2020-06-25,2020-06-29,2020-06-25,2020-06-30,Fábio Faria,Ministério das Comunicações,person-c0ea546db6a5,PSD,PARTY,primary_adjudicated,service-jair_bolsonaro-0-10,affiliation-c2505d9199a7,d88b4c96dea226ea05d4,AFF-026;LEG-c3b41de7e8c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-06-25,2020-06-29,2020-06-25,2020-06-30,Marcos Pontes,"Ministério da Ciência, Tecnologia e Inovações",person-fd6d27c2b524,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-8,affiliation-a31752d0ffc0,99dc5e99174fc9f1eed5,AFF-012;AFF-044;BOL-E10;BOL-E22;LEG-27cb82daf344,PERSON-CONTINUITY-REVIEW;R14,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-06-25,2020-06-29,2020-06-25,2020-06-30,Marcelo Álvaro Antônio,Ministério do Turismo,person-ccda4e28f3dd,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-58,affiliation-a99569d65145,fcdd951d1e3073173b6d,ATLAS-659;LEG-3711a94038ea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-06-30,2020-07-15,2020-06-30,2020-07-16,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",person-c65a317c70db,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-15,affiliation-06b7bbeb61ed,312d46fd3ce4a5845aea,AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16;LEG-b0900f041b01,BOL-A01;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-06-30,2020-07-15,2020-06-30,2020-07-16,Onyx Lorenzoni,Ministério da Cidadania,person-a74198f91d7f,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-55,affiliation-28a1f589ea28,70d22176144e2c9c40c3,LEG-2652bfa0305c;OFF-031–OFF-034,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-06-30,2020-07-15,2020-06-30,2020-07-16,Damares Alves,"Ministério da Mulher, da Família e dos Direitos Humanos",person-87ad75f8d2f9,PP,PARTY,primary_adjudicated,service-jair_bolsonaro-0-63,affiliation-b2eb8d8beb97,cd5243afa3563623a768,AFF-013;AFF-014;AFF-015;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E18;LEG-b90af80ef12a;V5W6E03;V5W6E07;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;R17;V5W6D02,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-06-30,2020-07-15,2020-06-30,2020-07-16,Fábio Faria,Ministério das Comunicações,person-c0ea546db6a5,PSD,PARTY,primary_adjudicated,service-jair_bolsonaro-0-10,affiliation-c2505d9199a7,9dea5574149791909b2f,AFF-026;LEG-c3b41de7e8c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-06-30,2020-07-15,2020-06-30,2020-07-16,Marcelo Álvaro Antônio,Ministério do Turismo,person-ccda4e28f3dd,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-58,affiliation-a99569d65145,03f24bf236bb4c3ef545,ATLAS-659;LEG-3711a94038ea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-06-30,2020-07-15,2020-06-30,2020-07-16,Marcos Pontes,"Ministério da Ciência, Tecnologia e Inovações",person-fd6d27c2b524,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-8,affiliation-a31752d0ffc0,7f733bcba5b001908e5e,AFF-012;AFF-044;BOL-E10;BOL-E22;LEG-27cb82daf344,PERSON-CONTINUITY-REVIEW;R14,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-07-16,2020-09-03,2020-07-16,2020-09-04,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",person-c65a317c70db,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-15,affiliation-06b7bbeb61ed,63c9f03772e9bbdd597a,AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16;LEG-b0900f041b01,BOL-A01;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-07-16,2020-09-03,2020-07-16,2020-09-04,Onyx Lorenzoni,Ministério da Cidadania,person-a74198f91d7f,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-55,affiliation-28a1f589ea28,d860c2ee41be52e15626,LEG-2652bfa0305c;OFF-031–OFF-034,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-07-16,2020-09-03,2020-07-16,2020-09-04,Damares Alves,"Ministério da Mulher, da Família e dos Direitos Humanos",person-87ad75f8d2f9,PP,PARTY,primary_adjudicated,service-jair_bolsonaro-0-63,affiliation-b2eb8d8beb97,e713b7fa77a0d227c33b,AFF-013;AFF-014;AFF-015;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E18;LEG-b90af80ef12a;V5W6E03;V5W6E07;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;R17;V5W6D02,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-07-16,2020-09-03,2020-07-16,2020-09-04,Fábio Faria,Ministério das Comunicações,person-c0ea546db6a5,PSD,PARTY,primary_adjudicated,service-jair_bolsonaro-0-10,affiliation-c2505d9199a7,45399c9537f482d62765,AFF-026;LEG-c3b41de7e8c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-07-16,2020-09-03,2020-07-16,2020-09-04,Marcelo Álvaro Antônio,Ministério do Turismo,person-ccda4e28f3dd,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-58,affiliation-a99569d65145,7c923bdf4d54199312cb,ATLAS-659;LEG-3711a94038ea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-07-16,2020-09-03,2020-07-16,2020-09-04,Marcos Pontes,"Ministério da Ciência, Tecnologia e Inovações",person-fd6d27c2b524,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-8,affiliation-a31752d0ffc0,e8d0b0bd152391705511,AFF-012;AFF-044;BOL-E10;BOL-E22;LEG-27cb82daf344,PERSON-CONTINUITY-REVIEW;R14,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-09-04,2020-09-18,2020-09-04,2020-09-19,Onyx Lorenzoni,Ministério da Cidadania,person-a74198f91d7f,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-55,affiliation-28a1f589ea28,097b6f5a535df1ded18c,LEG-2652bfa0305c;OFF-031–OFF-034,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-09-04,2020-09-18,2020-09-04,2020-09-19,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",person-c65a317c70db,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-15,affiliation-06b7bbeb61ed,aee27c4ed4af1d238f13,AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16;LEG-b0900f041b01,BOL-A01;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-09-04,2020-09-18,2020-09-04,2020-09-19,Damares Alves,"Ministério da Mulher, da Família e dos Direitos Humanos",person-87ad75f8d2f9,PP,PARTY,primary_adjudicated,service-jair_bolsonaro-0-63,affiliation-b2eb8d8beb97,2df3792310410c94ca17,AFF-013;AFF-014;AFF-015;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E18;LEG-b90af80ef12a;V5W6E03;V5W6E07;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;R17;V5W6D02,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-09-04,2020-09-18,2020-09-04,2020-09-19,Fábio Faria,Ministério das Comunicações,person-c0ea546db6a5,PSD,PARTY,primary_adjudicated,service-jair_bolsonaro-0-10,affiliation-c2505d9199a7,3cd126e3162b58b6edc1,AFF-026;LEG-c3b41de7e8c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-09-04,2020-09-18,2020-09-04,2020-09-19,Marcos Pontes,"Ministério da Ciência, Tecnologia e Inovações",person-fd6d27c2b524,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-8,affiliation-a31752d0ffc0,5892337319e950ec95a6,AFF-012;AFF-044;BOL-E10;BOL-E22;LEG-27cb82daf344,PERSON-CONTINUITY-REVIEW;R14,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-06-18,2020-09-04,2020-09-18,2020-09-04,2020-09-19,Marcelo Álvaro Antônio,Ministério do Turismo,person-ccda4e28f3dd,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-58,affiliation-a99569d65145,eb5d15e2fb09c6973625,ATLAS-659;LEG-3711a94038ea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-09-19,2020-09-19,2020-12-08,2020-09-19,2020-12-09,Onyx Lorenzoni,Ministério da Cidadania,person-a74198f91d7f,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-55,affiliation-28a1f589ea28,c61e46c7ce2111092459,LEG-2652bfa0305c;OFF-031–OFF-034,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-09-19,2020-09-19,2020-12-08,2020-09-19,2020-12-09,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",person-c65a317c70db,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-15,affiliation-06b7bbeb61ed,f0fb578d7a92c1438b44,AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16;LEG-b0900f041b01,BOL-A01;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-09-19,2020-09-19,2020-12-08,2020-09-19,2020-12-09,Fábio Faria,Ministério das Comunicações,person-c0ea546db6a5,PSD,PARTY,primary_adjudicated,service-jair_bolsonaro-0-10,affiliation-c2505d9199a7,9756abaff07907812e42,AFF-026;LEG-c3b41de7e8c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-09-19,2020-09-19,2020-12-08,2020-09-19,2020-12-09,Marcelo Álvaro Antônio,Ministério do Turismo,person-ccda4e28f3dd,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-58,affiliation-a99569d65145,bf53e1504a2b2facb6a0,ATLAS-659;LEG-3711a94038ea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-09-19,2020-09-19,2020-12-08,2020-09-19,2020-12-09,Marcos Pontes,"Ministério da Ciência, Tecnologia e Inovações",person-fd6d27c2b524,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-8,affiliation-a31752d0ffc0,db2fb342fae077410752,AFF-012;AFF-044;BOL-E10;BOL-E22;LEG-27cb82daf344,PERSON-CONTINUITY-REVIEW;R14,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-09,2020-12-30,2020-12-09,2020-12-31,Onyx Lorenzoni,Ministério da Cidadania,person-a74198f91d7f,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-55,affiliation-28a1f589ea28,30e02e5097c4c2372cb5,LEG-2652bfa0305c;OFF-031–OFF-034,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-09,2020-12-30,2020-12-09,2020-12-31,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",person-c65a317c70db,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-15,affiliation-06b7bbeb61ed,ada25f013487f255fd21,AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16;LEG-b0900f041b01,BOL-A01;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-09,2020-12-30,2020-12-09,2020-12-31,Gilson Machado Neto,Ministério do Turismo,person-124094b2bfa2,PSC,PARTY,primary_adjudicated,service-jair_bolsonaro-0-59,affiliation-204e64daf583,2c5732eefead3214cd2c,AFF-032;BOL-E20;C013;LEG-6a60736fa9a9,C013;PERSON-CONTINUITY-REVIEW;R24,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-09,2020-12-30,2020-12-09,2020-12-31,Fábio Faria,Ministério das Comunicações,person-c0ea546db6a5,PSD,PARTY,primary_adjudicated,service-jair_bolsonaro-0-10,affiliation-c2505d9199a7,18c0617fcd4fa39f8f60,AFF-026;LEG-c3b41de7e8c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-09,2020-12-30,2020-12-09,2020-12-31,Marcos Pontes,"Ministério da Ciência, Tecnologia e Inovações",person-fd6d27c2b524,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-8,affiliation-a31752d0ffc0,1af001042d57214d0adf,AFF-012;AFF-044;BOL-E10;BOL-E22;LEG-27cb82daf344,PERSON-CONTINUITY-REVIEW;R14,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-31,2021-02-11,2020-12-31,2021-02-12,Onyx Lorenzoni,Ministério da Cidadania,person-a74198f91d7f,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-55,affiliation-28a1f589ea28,4798fdb2a4c39a1a6ec2,LEG-2652bfa0305c;OFF-031–OFF-034,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-31,2021-02-11,2020-12-31,2021-02-12,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",person-c65a317c70db,DEM,PARTY,primary_adjudicated,service-jair_bolsonaro-0-15,affiliation-06b7bbeb61ed,ab7793675f64410a6789,AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16;LEG-b0900f041b01,BOL-A01;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-31,2021-02-11,2020-12-31,2021-02-12,Gilson Machado Neto,Ministério do Turismo,person-124094b2bfa2,PSC,PARTY,primary_adjudicated,service-jair_bolsonaro-0-59,affiliation-204e64daf583,352ad6373df923a7aac9,AFF-032;BOL-E20;C013;LEG-6a60736fa9a9,C013;PERSON-CONTINUITY-REVIEW;R24,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-31,2021-02-11,2020-12-31,2021-02-12,Fábio Faria,Ministério das Comunicações,person-c0ea546db6a5,PSD,PARTY,primary_adjudicated,service-jair_bolsonaro-0-10,affiliation-c2505d9199a7,02541340bc6a2b321279,AFF-026;LEG-c3b41de7e8c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2020-12-09,2020-12-31,2021-02-11,2020-12-31,2021-02-12,Marcos Pontes,"Ministério da Ciência, Tecnologia e Inovações",person-fd6d27c2b524,PSL,PARTY,primary_adjudicated,service-jair_bolsonaro-0-8,affiliation-a31752d0ffc0,34d5eb9f5403faaf69bb,AFF-012;AFF-044;BOL-E10;BOL-E22;LEG-27cb82daf344,PERSON-CONTINUITY-REVIEW;R14,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2021-02-12,2021-02-12,2021-02-24,2021-02-12,2021-02-25,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",person-c65a317c70db,DEM,PARTY,primary_provisional,service-jair_bolsonaro-0-15,affiliation-06b7bbeb61ed,4a883ad48304ce3ba5c9,AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16;LEG-b0900f041b01,BOL-A01;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2021-02-12,2021-02-12,2021-02-24,2021-02-12,2021-02-25,Onyx Lorenzoni,Secretaria-Geral da Presidência da República,person-a74198f91d7f,DEM,PARTY,primary_provisional,service-jair_bolsonaro-0-37,affiliation-660b8d65bada,c41c9cc2730fae022e03,LEG-607f4976d0f0;OFF-031–OFF-034,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2021-02-12,2021-02-12,2021-02-24,2021-02-12,2021-02-25,Gilson Machado Neto,Ministério do Turismo,person-124094b2bfa2,PSC,PARTY,primary_provisional,service-jair_bolsonaro-0-59,affiliation-204e64daf583,2bc676ea44fdb8a7cc4c,AFF-032;BOL-E20;C013;LEG-6a60736fa9a9,C013;PERSON-CONTINUITY-REVIEW;R24,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2021-02-12,2021-02-12,2021-02-24,2021-02-12,2021-02-25,Fábio Faria,Ministério das Comunicações,person-c0ea546db6a5,PSD,PARTY,primary_provisional,service-jair_bolsonaro-0-10,affiliation-c2505d9199a7,29677bfdff18f0a92db5,AFF-026;LEG-c3b41de7e8c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2021-02-12,2021-02-12,2021-02-24,2021-02-12,2021-02-25,Marcos Pontes,"Ministério da Ciência, Tecnologia e Inovações",person-fd6d27c2b524,PSL,PARTY,primary_provisional,service-jair_bolsonaro-0-8,affiliation-a31752d0ffc0,cd6e27201b33c6b53ed5,AFF-012;AFF-044;BOL-E10;BOL-E22;LEG-27cb82daf344,PERSON-CONTINUITY-REVIEW;R14,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2021-02-12,2021-02-12,2021-02-24,2021-02-12,2021-02-25,João Roma,Ministério da Cidadania,person-0d44fe4521b9,REPUBLICANOS,PARTY,primary_provisional,service-jair_bolsonaro-0-56,affiliation-c0eb8bb3e167,a1e32b2731079059a57d,AFF-012;BOL-E22;LEG-e0e860c3a1e2,PERSON-CONTINUITY-REVIEW;R23,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2021-02-12,2021-02-25,2021-03-22,2021-02-25,2021-03-23,Onyx Lorenzoni,Secretaria-Geral da Presidência da República,person-a74198f91d7f,DEM,PARTY,primary_provisional,service-jair_bolsonaro-0-37,affiliation-660b8d65bada,3a7048ff6b2a491e53a7,LEG-607f4976d0f0;OFF-031–OFF-034,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2021-02-12,2021-02-25,2021-03-22,2021-02-25,2021-03-23,Tereza Cristina,"Ministério da Agricultura, Pecuária e Abastecimento",person-c65a317c70db,DEM,PARTY,primary_provisional,service-jair_bolsonaro-0-15,affiliation-06b7bbeb61ed,ac042da47432099c00da,AFF-028;AFF-029;AFF-030;AFF-044;BOL-E14;BOL-E15;BOL-E16;LEG-b0900f041b01,BOL-A01;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
bolsonaro-2021-02-12,2021-02-25,2021-03-22,2021-02-25,2021-03-23,Gilson Machado Neto,Ministério do Turismo,person-124094b2bfa2,PSC,PARTY,primary_provisional,service-jair_bolsonaro-0-59,affiliation-204e64daf583,e4d7f8082d1f532ab1cf,AFF-032;BOL-E20;C013;LEG-6a60736fa9a9,C013;PERSON-CONTINUITY-REVIEW;R24,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
