sensitivity_id,scenario_id,scenario_type,candidate,start_inclusive,end_exclusive,days,affected_historical_party,primary_state,alternative_state,primary_historical_party_set,alternative_historical_party_set,primary_election_party_set,alternative_election_party_set,primary_provisional_day,primary_provisional_person_ids,comparison_scope,unbounded_personal_uncertainty,inversion_classification_changes,primary_votes,primary_national_vote_total,primary_vote_share,primary_seats,primary_seat_share,primary_q_C,primary_d_C,primary_R_C,primary_A_C,primary_B_C,primary_inversion_status,alternative_votes,alternative_national_vote_total,alternative_vote_share,alternative_seats,alternative_seat_share,alternative_q_C,alternative_d_C,alternative_R_C,alternative_A_C,alternative_B_C,alternative_inversion_status
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-15,joint_affiliation_date,2020-09-15,2020-09-15,2020-09-19,4,PP,transition on 2020-09-19,transition on 2020-09-15,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-16,joint_affiliation_date,2020-09-16,2020-09-04,2020-09-16,12,PP,transition on 2020-09-19,transition on 2020-09-16,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-16,joint_affiliation_date,2020-09-16,2020-09-16,2020-09-19,3,PP,transition on 2020-09-19,transition on 2020-09-16,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-17,joint_affiliation_date,2020-09-17,2020-09-04,2020-09-17,13,PP,transition on 2020-09-19,transition on 2020-09-17,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-17,joint_affiliation_date,2020-09-17,2020-09-17,2020-09-19,2,PP,transition on 2020-09-19,transition on 2020-09-17,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-18,joint_affiliation_date,2020-09-18,2020-09-04,2020-09-18,14,PP,transition on 2020-09-19,transition on 2020-09-18,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-18,joint_affiliation_date,2020-09-18,2020-09-18,2020-09-19,1,PP,transition on 2020-09-19,transition on 2020-09-18,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-c65a317c70db,transition-person-c65a317c70db/2022-03-01,joint_affiliation_date,2022-03-01,2022-03-01,2022-03-04,3,PP;UNIAO,transition on 2022-03-04,transition on 2022-03-01,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,DEM;PP;PR;PRB;PSC;PSD;PSL,DEM;PP;PR;PRB;PSC;PSD;PSL,False,,concrete released alternative,False,False,39102626,98264190,0.3979336317736909,222,0.4327485380116959,204.13995309990344,17.860046900096567,1.0874892279972068,21.41318435681838,-3.5531374567218146,False,39102626,98264190,0.3979336317736909,222,0.4327485380116959,204.13995309990344,17.860046900096567,1.0874892279972068,21.41318435681838,-3.5531374567218146,False
transition-person-c65a317c70db,transition-person-c65a317c70db/2022-03-02,joint_affiliation_date,2022-03-02,2022-03-01,2022-03-04,3,PP;UNIAO,transition on 2022-03-04,transition on 2022-03-02,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,DEM;PP;PR;PRB;PSC;PSD;PSL,DEM;PP;PR;PRB;PSC;PSD;PSL,False,,concrete released alternative,False,False,39102626,98264190,0.3979336317736909,222,0.4327485380116959,204.13995309990344,17.860046900096567,1.0874892279972068,21.41318435681838,-3.5531374567218146,False,39102626,98264190,0.3979336317736909,222,0.4327485380116959,204.13995309990344,17.860046900096567,1.0874892279972068,21.41318435681838,-3.5531374567218146,False
transition-person-c65a317c70db,transition-person-c65a317c70db/2022-03-03,joint_affiliation_date,2022-03-03,2022-03-01,2022-03-04,3,PP;UNIAO,transition on 2022-03-04,transition on 2022-03-03,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,DEM;PP;PR;PRB;PSC;PSD;PSL,DEM;PP;PR;PRB;PSC;PSD;PSL,False,,concrete released alternative,False,False,39102626,98264190,0.3979336317736909,222,0.4327485380116959,204.13995309990344,17.860046900096567,1.0874892279972068,21.41318435681838,-3.5531374567218146,False,39102626,98264190,0.3979336317736909,222,0.4327485380116959,204.13995309990344,17.860046900096567,1.0874892279972068,21.41318435681838,-3.5531374567218146,False
